input	output	language
David Prinosil ( Germany ) vs. omutendesi	David_B-PER Prinosil_I-PER (_O Germany_B-LOC )_O vs._O omutendesi_O	lug
Omuzannyi w 'ebikonde vs. Tomas Carbonell ( Spain )	Omuzannyi_O w_O 'ebikonde_O vs._O Tomas_B-PER Carbonell_I-PER (_O Spain_B-LOC )_O	lug
Omuzannyi w 'ebisanja vs. 2 - Michael Chang ( U.S. )	Omuzannyi_O w_O 'ebisanja_O vs._O 2_O -_O Michael_B-PER Chang_I-PER (_B-LOC U.S._I-LOC )_O	lug
DAVEY JOHNSON , maneja w' ekibinja kya Baseball Orioles , bamutadde mu ddwaliro .	DAVEY_B-PER JOHNSON_I-PER ,_O maneja_O w'_O ekibinja_O kya_O Baseball_O Orioles_B-ORG ,_O bamutadde_O mu_O ddwaliro_O ._O	lug
BALTIMORE 1996-08-22 bye bye bye bye bye	BALTIMORE_B-LOC 1996-08-22_O bye_O bye_O bye_O bye_O bye_O	lug
Omutendesi wa Baltimore Orioles , Davey Johnson tajja kuzannyira ku Lwokuna ekiro omupiira ogujja okuvuganya ne Seattle Mariners oluvannyuma lw 'okuteekebwa mu ddwaliro olw 'omutima ogutakola bulungi .	Omutendesi_O wa_O Baltimore_B-ORG Orioles_I-ORG ,_O Davey_B-PER Johnson_I-PER tajja_O kuzannyira_O ku_O Lwokuna_O ekiro_O omupiira_O ogujja_O okuvuganya_O ne_O Seattle_B-ORG Mariners_I-ORG oluvannyuma_O lw_O 'okuteekebwa_O mu_O ddwaliro_O olw_O 'omutima_O ogutakola_O bulungi_O ._O	lug
Johnson ow 'emyaka 53 yatwalibwa mu ddwaliro oluvannyuma lw 'okufuna ekiddukano .	Johnson_B-PER ow_O 'emyaka_O 53_O yatwalibwa_O mu_O ddwaliro_O oluvannyuma_O lw_O 'okufuna_O ekiddukano_O ._O	lug
" Tali mu bulabe era ajja kujjanjabibwa era alabirirwe akawungeezi kano , " Dr. William Goldiner omusawo wa ttiimu ya Orioles bwe yagambye , n 'agattako nti Johnson asuubirwa okuteebwa ku Lwokutaano .	"_O Tali_O mu_O bulabe_O era_O ajja_O kujjanjabibwa_O era_O alabirirwe_O akawungeezi_O kano_O ,_O "_O Dr._O William_B-PER Goldiner_I-PER omusawo_O wa_O ttiimu_O ya_O Orioles_B-ORG bwe_O yagambye_O ,_O n_O 'agattako_O nti_O Johnson_B-PER asuubirwa_O okuteebwa_O ku_O Lwokutaano_O ._O	lug
Omutendesi wa Orioles Andy Etchebarren ajja kutendeka ttiimu eno nga Johnson taliiwo .	Omutendesi_O wa_O Orioles_B-ORG Andy_B-PER Etchebarren_I-PER ajja_O kutendeka_O ttiimu_O eno_O nga_O Johnson_B-PER taliiwo_O ._O	lug
Johnson , eyamala sizoni munaana mu Baltimore , yalondeddwa ng 'omutendesi wa Orioles mu sizoni eno ng 'adda mu bigere bya Phil Regan .	Johnson_B-PER ,_O eyamala_O sizoni_O munaana_O mu_O Baltimore_B-LOC ,_O yalondeddwa_O ng_O 'omutendesi_O wa_O Orioles_B-ORG mu_O sizoni_O eno_O ng_O 'adda_O mu_O bigere_O bya_O Phil_B-PER Regan_I-PER ._O	lug
Yakulembera Cincinnati Reds okuwangula National League Championship Series omwaka oguwedde era yakulembera New York Mets okuwangula World Series championship mu 1986 .	Yakulembera_O Cincinnati_B-ORG Reds_I-ORG okuwangula_O National_O League_O Championship_O Series_O omwaka_O oguwedde_O era_O yakulembera_O New_B-ORG York_I-ORG Mets_I-ORG okuwangula_O World_O Series_O championship_O mu_O 1986_O ._O	lug
Baltimore ewangudde emipiira 16 ku 22 egisembyeyo okukkaanya emipiira etaano ku New York Yankees mu American League East Division .	Baltimore_B-ORG ewangudde_O emipiira_O 16_O ku_O 22_O egisembyeyo_O okukkaanya_O emipiira_O etaano_O ku_O New_B-ORG York_I-ORG Yankees_I-ORG mu_O American_O League_O East_O Division_O ._O	lug
Empaka z 'omupiira ogusinga obunene oluvannyuma lw 'emizannyo gy 'Olwokusatu .	Empaka_O z_O 'omupiira_O ogusinga_O obunene_O oluvannyuma_O lw_O 'emizannyo_O gy_O 'Olwokusatu_O ._O	lug
NEW YORK 1996 - 8 - 22	NEW_B-LOC YORK_I-LOC 1996_O -_O 8_O -_O 22_O	lug
Major League Baseball	Major_O League_O Baseball_O	lug
ebifo oluvannyuma lw 'emizannyo egyazannyibwa ku Lwokusatu ( tabulate wansi wa yawangula ,	ebifo_O oluvannyuma_O lw_O 'emizannyo_O egyazannyibwa_O ku_O Lwokusatu_O (_O tabulate_O wansi_O wa_O yawangula_O ,_O	lug
okuwangulwa , omuwendo gw 'abawanguzi n 'emizannyo egiddako )	okuwangulwa_O ,_O omuwendo_O gw_O 'abawanguzi_O n_O 'emizannyo_O egiddako_O )_O	lug
AMERICAN LEAGUE ( Omupiira gw 'Amerika )	AMERICAN_O LEAGUE_O (_O Omupiira_O gw_O 'Amerika_O )_O	lug
EKITUNDU KY 'EBUvanjuba	EKITUNDU_O KY_O 'EBUvanjuba_O	lug
W L PCT GB	W_O L_O PCT_O GB_O	lug
NEW YORK 72 53 . 576 -	NEW_B-ORG YORK_I-ORG 72_O 53_O ._O 576_O -_O	lug
BALTIMORE 67 58.536 5 Obubaka bw 'Obwakabaka	BALTIMORE_B-ORG 67_O 58.536_O 5_O Obubaka_O bw_O 'Obwakabaka_O	lug
BOSTON 63 64.496 10	BOSTON_B-ORG 63_O 64.496_O 10_O	lug
TORONTO 58 69.457 15 Ennyimba z 'Abajulirwa ba Yakuwa	TORONTO_B-ORG 58_O 69.457_O 15_O Ennyimba_O z_O 'Abajulirwa_O ba_O Yakuwa_O	lug
DETROIT 44 82.349 28 1 / 2	DETROIT_B-ORG 44_O 82.349_O 28_O 1_O /_O 2_O	lug
EKITUNDU EKIKULU	EKITUNDU_O EKIKULU_O	lug
CLEVELAND 76 51.598 -	CLEVELAND_B-ORG 76_O 51.598_O -_O	lug
CHICAGO 69 59.539 7 1 / 2	CHICAGO_B-ORG 69_O 59.539_O 7_O 1_O /_O 2_O	lug
MINNESOTA 63 63.500 12 1 / 2	MINNESOTA_B-ORG 63_O 63.500_O 12_O 1_O /_O 2_O	lug
Milwaukee 60 68.469 16 1 / 2	Milwaukee_B-ORG 60_O 68.469_O 16_O 1_O /_O 2_O	lug
KANSAS CITY 58 70.453 18 1 / 2	KANSAS_B-ORG CITY_I-ORG 58_O 70.453_O 18_O 1_O /_O 2_O	lug
EKITUNDU KY 'EBUGA	EKITUNDU_O KY_O 'EBUGA_O	lug
TEXAS 73 54.575 -	TEXAS_B-ORG 73_O 54.575_O -_O	lug
SEATTLE 64 61 . 512 8	SEATTLE_B-ORG 64_O 61_O ._O 512_O 8_O	lug
OAKLAND 62 67.481 12	OAKLAND_B-ORG 62_O 67.481_O 12_O	lug
CALIFORNIA 58 68.460 14 1 / 2 Ensigo z 'ebika eby 'enjawulo	CALIFORNIA_B-ORG 58_O 68.460_O 14_O 1_O /_O 2_O Ensigo_O z_O 'ebika_O eby_O 'enjawulo_O	lug
KU LWOKUNA , Ogwomunaana 22	KU_O LWOKUNA_O ,_O Ogwomunaana_O 22_O	lug
OAKLAND MU BOSTON	OAKLAND_B-ORG MU_O BOSTON_B-LOC	lug
SEATTLE mu kibuga BALTIMORE	SEATTLE_B-ORG mu_O kibuga_O BALTIMORE_B-LOC	lug
CALIFORNIA MU NEW YORK	CALIFORNIA_B-ORG MU_O NEW_B-LOC YORK_I-LOC	lug
TORONTO mu CHICAGO	TORONTO_B-ORG mu_O CHICAGO_B-LOC	lug
DETROIT mu kibuga Kansas	DETROIT_B-ORG mu_O kibuga_O Kansas_B-LOC	lug
TEXAS MU MINNESOTA	TEXAS_B-ORG MU_O MINNESOTA_B-LOC	lug
EKIKAGGA ky 'eggwanga	EKIKAGGA_O ky_O 'eggwanga_O	lug
EKITUNDU KY 'EBUvanjuba	EKITUNDU_O KY_O 'EBUvanjuba_O	lug
W L PCT GB	W_O L_O PCT_O GB_O	lug
ATLANTA 79 46.632 -	ATLANTA_B-ORG 79_O 46.632_O -_O	lug
MONTREAL 67 58.536 12	MONTREAL_B-ORG 67_O 58.536_O 12_O	lug
NEW YORK 59 69.461 21 1 / 2	NEW_B-ORG YORK_I-ORG 59_O 69.461_O 21_O 1_O /_O 2_O	lug
FLORIDA 58 69.457 22	FLORIDA_B-ORG 58_O 69.457_O 22_O	lug
FIRADELFIYA 52 75 409 28	FIRADELFIYA_B-ORG 52_O 75_O 409_O 28_O	lug
EKITUNDU EKIKULU	EKITUNDU_O EKIKULU_O	lug
HOUSTON 68 59.535 - - bye bye	HOUSTON_B-ORG 68_O 59.535_O -_O -_O bye_O bye_O	lug
ST LOUIS 67 59.532 1 / 2	ST_B-ORG LOUIS_I-ORG 67_O 59.532_O 1_O /_O 2_O	lug
CHICAGO 63 62.504 4	CHICAGO_B-ORG 63_O 62.504_O 4_O	lug
CINCINNATI 62 62.500 4 1 / 2	CINCINNATI_B-ORG 62_O 62.500_O 4_O 1_O /_O 2_O	lug
PITTSBURGH 53 73.421 14 1 / 2	PITTSBURGH_B-ORG 53_O 73.421_O 14_O 1_O /_O 2_O	lug
EKITUNDU KY 'EBUGA	EKITUNDU_O KY_O 'EBUGA_O	lug
SAN DIEGO 70 59 . 543 - Ennyimba z 'Abajulirwa ba Yakuwa	SAN_B-ORG DIEGO_I-ORG 70_O 59_O ._O 543_O -_O Ennyimba_O z_O 'Abajulirwa_O ba_O Yakuwa_O	lug
LOS ANGELES 66 60.524 2 1 / 2	LOS_B-ORG ANGELES_I-ORG 66_O 60.524_O 2_O 1_O /_O 2_O	lug
SAN FRANCISCO 54 70.435 13 1 / 2	SAN_B-ORG FRANCISCO_I-ORG 54_O 70.435_O 13_O 1_O /_O 2_O	lug
KU LWOKUNA , Ogwomunaana 22	KU_O LWOKUNA_O ,_O Ogwomunaana_O 22_O	lug
St. Louis mu Colorado	St._B-ORG Louis_I-ORG mu_O Colorado_B-LOC	lug
CINCINNATI mu Atlanta	CINCINNATI_B-ORG mu_O Atlanta_B-LOC	lug
PITTSBURGH MU HOUSTON	PITTSBURGH_B-ORG MU_O HOUSTON_B-LOC	lug
PHILADELPHIA mu kibuga Los Angeles	PHILADELPHIA_B-ORG mu_O kibuga_O Los_B-LOC Angeles_I-LOC	lug
MONTREAL MU SAN FRANCISCO	MONTREAL_B-ORG MU_O SAN_B-LOC FRANCISCO_I-LOC	lug
Baseball - EBIVA MU MUZannyo Ogusinga Obukulu ku Lwokusatu .	Baseball_O -_O EBIVA_O MU_O MUZannyo_O Ogusinga_O Obukulu_O ku_O Lwokusatu_O ._O	lug
NEW YORK 1996 - 8 - 22	NEW_B-LOC YORK_I-LOC 1996_O -_O 8_O -_O 22_O	lug
Ebyava mu Major League	Ebyava_O mu_O Major_O League_O	lug
Emizannyo gy 'omupiira oguzannya ku Lwokusatu ( omupiira gw 'awaka mu CAPS ) :	Emizannyo_O gy_O 'omupiira_O oguzannya_O ku_O Lwokusatu_O (_O omupiira_O gw_O 'awaka_O mu_O CAPS_O )_O :_O	lug
Omupiira gwa Amerika	Omupiira_O gwa_O Amerika_O	lug
DETROIT 7 Chicago 4	DETROIT_B-ORG 7_O Chicago_B-ORG 4_O	lug
Milwaukee 10 MINNESOTA 7	Milwaukee_B-ORG 10_O MINNESOTA_B-ORG 7_O	lug
BOSTON 6 Ekibuga Oakland 4	BOSTON_B-ORG 6_O Ekibuga_O Oakland_B-ORG 4_O	lug
BALTIMORE 10 Seattle 5	BALTIMORE_B-ORG 10_O Seattle_B-ORG 5_O	lug
Texas 10 CLEVELAND 8 ( mu 10 )	Texas_B-ORG 10_O CLEVELAND_B-ORG 8_O (_O mu_O 10_O )_O	lug
Toronto 6 KANSAS CITY 2	Toronto_B-ORG 6_O KANSAS_B-ORG CITY_I-ORG 2_O	lug
Liigi y 'eggwanga	Liigi_O y_O 'eggwanga_O	lug
CHICAGO 8 Florida 3	CHICAGO_B-ORG 8_O Florida_B-ORG 3_O	lug
SAN FRANCISCO 12 New York 11 Ekibuga ekisinga obunene mu Amerika	SAN_B-ORG FRANCISCO_I-ORG 12_O New_B-ORG York_I-ORG 11_O Ekibuga_O ekisinga_O obunene_O mu_O Amerika_O	lug
ATLANTA 4 Cincinnati 3	ATLANTA_B-ORG 4_O Cincinnati_B-ORG 3_O	lug
Pittsburgh 5 HOUSTON 2	Pittsburgh_B-ORG 5_O HOUSTON_B-ORG 2_O	lug
COLORADO 10 St Louis 2	COLORADO_B-ORG 10_O St_B-ORG Louis_I-ORG 2_O	lug
Filadelfiya 6 Los Angeles 0	Filadelfiya_B-ORG 6_O Los_B-ORG Angeles_I-ORG 0_O	lug
SAN DIEGO 7 Montreal 2	SAN_B-ORG DIEGO_I-ORG 7_O Montreal_B-ORG 2_O	lug
Baseball - GREER HOMER IN 10TH LIFTS TEXAS PAST INDIANS . ( omuzannyo gw 'okuzannyisa omuzannyo gw 'okuzannya omuzannyo gw 'okuzannya omuzannyo gw 'okuzannya )	Baseball_O -_O GREER_B-PER HOMER_O IN_O 10TH_O LIFTS_O TEXAS_B-ORG PAST_O INDIANS_B-ORG ._O (_O omuzannyo_O gw_O 'okuzannyisa_O omuzannyo_O gw_O 'okuzannya_O omuzannyo_O gw_O 'okuzannya_O omuzannyo_O gw_O 'okuzannya_O )_O	lug
CLEVELAND 1996-08-22 bye bye bye bye	CLEVELAND_B-LOC 1996-08-22_O bye_O bye_O bye_O bye_O	lug
Ng 'alina omupiira ogumu , Greer yakubye ggoolo 1-1 okuva ku Julian Tavarez ( 4-7 ) ku ludda olwa ddyo olw 'ekigo okuwangula omupiira gwe ogwa 15 .	Ng_O 'alina_O omupiira_O ogumu_O ,_O Greer_B-PER yakubye_O ggoolo_O 1-1_O okuva_O ku_O Julian_B-PER Tavarez_I-PER (_O 4-7_O )_O ku_O ludda_O olwa_O ddyo_O olw_O 'ekigo_O okuwangula_O omupiira_O gwe_O ogwa_O 15_O ._O	lug
" Kyali kisaawe ekitali kya sipiidi era nnagezaako okukikuba obulungi ne nkiteeka mu muzannyo , " Greer bwe yagambye . "	"_O Kyali_O kisaawe_O ekitali_O kya_O sipiidi_O era_O nnagezaako_O okukikuba_O obulungi_O ne_O nkiteeka_O mu_O muzannyo_O ,_O "_O Greer_B-PER bwe_O yagambye_O ._O "_O	lug
Guno gwali mupiira munene .	Guno_O gwali_O mupiira_O munene_O ._O	lug
Ekibiina ky 'abantu kyali kimugoberera era kyali kya maanyi nnyo . "	Ekibiina_O ky_O 'abantu_O kyali_O kimugoberera_O era_O kyali_O kya_O maanyi_O nnyo_O ._O "_O	lug
Akasaale kaaleeta Ivan Rodriguez awaka , eyalina double ye ey 'okubiri mu muzannyo guno , n 'amuwa 42 mu sizoni eno , 41 ng 'akwata .	Akasaale_O kaaleeta_O Ivan_B-PER Rodriguez_I-PER awaka_O ,_O eyalina_O double_O ye_O ey_O 'okubiri_O mu_O muzannyo_O guno_O ,_O n_O 'amuwa_O 42_O mu_O sizoni_O eno_O ,_O 41_O ng_O 'akwata_O ._O	lug
Yeegatta ku Mickey Cochrane , Johnny Bench ne Terry Kennedy ng 'abakubi b' emipiira bokka abalina emipiira 40 mu sizoni emu .	Yeegatta_O ku_O Mickey_B-PER Cochrane_I-PER ,_O Johnny_B-PER Bench_I-PER ne_O Terry_B-PER Kennedy_I-PER ng_O 'abakubi_O b'_O emipiira_O bokka_O abalina_O emipiira_O 40_O mu_O sizoni_O emu_O ._O	lug
Aba Rangers bawangudde emipiira 10 ku 12 egyasembyeyo era mukaaga ku mwenda gye bafunye ne ba Indians sizoni eno .	Aba_O Rangers_B-ORG bawangudde_O emipiira_O 10_O ku_O 12_O egyasembyeyo_O era_O mukaaga_O ku_O mwenda_O gye_O bafunye_O ne_O ba_O Indians_B-ORG sizoni_O eno_O ._O	lug
Abakulembeze ba American League Western bawangudde emizannyo munaana ku 15 mu kisaawe kya Jacobs , nga beegasse ku ba Yankees ng' ttiimu zokka ezirina obuwanguzi mu kisaawe kya A.L. Central .	Abakulembeze_O ba_O American_O League_O Western_O bawangudde_O emizannyo_O munaana_O ku_O 15_O mu_B-LOC kisaawe_I-LOC kya_I-LOC Jacobs_I-LOC ,_O nga_O beegasse_O ku_O ba_O Yankees_B-ORG ng'_O ttiimu_O zokka_O ezirina_O obuwanguzi_O mu_O kisaawe_O kya_O A.L._O Central_O ._O	lug
Cleveland yafiirwa omulundi ogwokubiri mu mipiira mukaaga .	Cleveland_B-ORG yafiirwa_O omulundi_O ogwokubiri_O mu_O mipiira_O mukaaga_O ._O	lug
Aba Indians basindise omuzannyo mu extra innings mu kyenda ku Kenny Lofton eyakuba empaka bbiri .	Aba_O Indians_B-ORG basindise_O omuzannyo_O mu_O extra_O innings_O mu_O kyenda_O ku_O Kenny_B-PER Lofton_I-PER eyakuba_O empaka_O bbiri_O ._O	lug
Ed Vosberg ( 1 - 0 ) yafiiriddwa omukisa gwe ogusooka naye n 'awangula , ng 'akkiriza obubonero busatu n 'ebikopo bibiri n 'ebikopo bisatu mu mipiira 12 / 3 nga tewali ggoolo .	Ed_B-PER Vosberg_I-PER (_O 1_O -_O 0_O )_O yafiiriddwa_O omukisa_O gwe_O ogusooka_O naye_O n_O 'awangula_O ,_O ng_O 'akkiriza_O obubonero_O busatu_O n_O 'ebikopo_O bibiri_O n_O 'ebikopo_O bisatu_O mu_O mipiira_O 12_O /_O 3_O nga_O tewali_O ggoolo_O ._O	lug
Dean Palmer yakubye homer ye eya 30 ku lwa Rangers .	Dean_B-PER Palmer_I-PER yakubye_O homer_O ye_O eya_O 30_O ku_O lwa_O Rangers_B-ORG ._O	lug
Ekikangabwa kya Bonilla kye kyasooka Randy Johnson , eyawangula omuzannyo gwa Cy Young omwaka oguwedde , okukkirizibwa okudduka mu mipiira etaano okuva lwe yava ku lukalala lw 'abalema nga August 6 .	Ekikangabwa_O kya_O Bonilla_B-PER kye_O kyasooka_O Randy_B-PER Johnson_I-PER ,_O eyawangula_O omuzannyo_O gwa_O Cy_B-PER Young_I-PER omwaka_O oguwedde_O ,_O okukkirizibwa_O okudduka_O mu_O mipiira_O etaano_O okuva_O lwe_O yava_O ku_O lukalala_O lw_O 'abalema_O nga_O August_O 6_O ._O	lug
Bonilla alina RBI 21 n 'adduka 15 mu mipiira 20 egyasembayo .	Bonilla_B-PER alina_O RBI_O 21_O n_O 'adduka_O 15_O mu_O mipiira_O 20_O egyasembayo_O ._O	lug
Baltimore ewangudde musanvu ku mwenda ne 16 ku 22 ezisembyeyo era ekendeeza obukulembeze bwa Yankees mu A.L. East ku mipiira etaano .	Baltimore_B-LOC ewangudde_O musanvu_O ku_O mwenda_O ne_O 16_O ku_O 22_O ezisembyeyo_O era_O ekendeeza_O obukulembeze_O bwa_O Yankees_B-ORG mu_O A.L._O East_O ku_O mipiira_O etaano_O ._O	lug
Scott Erickson ( 8-10 ) asobodde okuwangula omulundi gwe ogwokusatu .	Scott_B-PER Erickson_I-PER (_O 8-10_O )_O asobodde_O okuwangula_O omulundi_O gwe_O ogwokusatu_O ._O	lug
Alex Rodriguez alina homers bbiri ne RBI nnya za Mariners , abafiiriddwa emirundi esatu mu lunyiriri ne 11 ku 15 .	Alex_B-PER Rodriguez_I-PER alina_O homers_O bbiri_O ne_O RBI_O nnya_O za_O Mariners_B-ORG ,_O abafiiriddwa_O emirundi_O esatu_O mu_O lunyiriri_O ne_O 11_O ku_O 15_O ._O	lug
Yafuuka omuzannyi wa shortstop owokutaano mu byafaayo bya Major League okukuba homers 30 mu sizoni emu era eyasooka okuva Ripken bwe yakuba 34 mu 1991 .	Yafuuka_O omuzannyi_O wa_O shortstop_O owokutaano_O mu_O byafaayo_O bya_O Major_O League_O okukuba_O homers_O 30_O mu_O sizoni_O emu_O era_O eyasooka_O okuva_O Ripken_B-PER bwe_O yakuba_O 34_O mu_O 1991_O ._O	lug
Chris Hoiles akubye omupiira gwe ogwa 22 mu Baltimore .	Chris_B-PER Hoiles_I-PER akubye_O omupiira_O gwe_O ogwa_O 22_O mu_O Baltimore_B-LOC ._O	lug
Dickson yakkiriza Derek Jeter okukuba omupiira gwe ogusooka naye n 'alekera awo okwemulugunya .	Dickson_B-PER yakkiriza_O Derek_B-PER Jeter_I-PER okukuba_O omupiira_O gwe_O ogusooka_O naye_O n_O 'alekera_O awo_O okwemulugunya_O ._O	lug
Ye yali omukubi w' emipiira 27 eyakozesebwa aba Angels sizoni eno , ng' ageraageranya omuwendo gw' emipiira egya liigi enkulu .	Ye_O yali_O omukubi_O w'_O emipiira_O 27_O eyakozesebwa_O aba_O Angels_B-ORG sizoni_O eno_O ,_O ng'_O ageraageranya_O omuwendo_O gw'_O emipiira_O egya_O liigi_O enkulu_O ._O	lug
Jimmy Key ( 9-10 ) ye yawangudde ng 'aba Yankees bafiiriddwa omulundi gwabwe ogw 'omwenda mu mipiira 14 .	Jimmy_B-PER Key_I-PER (_O 9-10_O )_O ye_O yawangudde_O ng_O 'aba_O Yankees_B-ORG bafiiriddwa_O omulundi_O gwabwe_O ogw_O 'omwenda_O mu_O mipiira_O 14_O ._O	lug
Baasiba abazannyi 11 .	Baasiba_O abazannyi_O 11_O ._O	lug
California yazannyira awatali maneja waayo John McNamara , eyakkirizibwa mu ddwaliro e New York ng' alina ekikulukuto ky 'omusaayi mu kibegabega kye eky 'oku ddyo .	California_B-LOC yazannyira_O awatali_O maneja_O waayo_O John_B-PER McNamara_I-PER ,_O eyakkirizibwa_O mu_O ddwaliro_O e_O New_B-LOC York_I-LOC ng'_O alina_O ekikulukuto_O ky_O 'omusaayi_O mu_O kibegabega_O kye_O eky_O 'oku_O ddyo_O ._O	lug
Mu Boston , omupiira gwa Mike Stanley ogw 'emipiira ebiri gwayamba Red Sox okuwangula omulundi gwabwe ogwokusatu oluvanyuma lwa 6-4 ku Oakland Athletics .	Mu_O Boston_B-LOC ,_O omupiira_O gwa_O Mike_B-PER Stanley_I-PER ogw_O 'emipiira_O ebiri_O gwayamba_O Red_B-ORG Sox_I-ORG okuwangula_O omulundi_O gwabwe_O ogwokusatu_O oluvanyuma_O lwa_O 6-4_O ku_O Oakland_B-ORG Athletics_I-ORG ._O	lug
Stanley alina omutindo gwa.367 mu kuzannya omupiira ng 'alina ebisanja ebingi ( 33 ku 90 ) .	Stanley_B-PER alina_O omutindo_O gwa.367_O mu_O kuzannya_O omupiira_O ng_O 'alina_O ebisanja_O ebingi_O (_O 33_O ku_O 90_O )_O ._O	lug
Omuzannyi wa Boston Mo Vaughn yagenda 3-for-3 nga atambula , yabbye omuzigo ogumu ku ggoolo ze asatu ze yakubye n 'akuŋŋaanya RBI ye ey 'e 116 .	Omuzannyi_O wa_O Boston_B-LOC Mo_B-PER Vaughn_I-PER yagenda_O 3-for-3_O nga_O atambula_O ,_O yabbye_O omuzigo_O ogumu_O ku_O ggoolo_O ze_O asatu_O ze_O yakubye_O n_O 'akuŋŋaanya_O RBI_O ye_O ey_O 'e_O 116_O ._O	lug
Scott Brosius yakubye omupiira n 'awangula baddereeva babiri ku lwa Athletics , abafiiriddwa omusanvu ku mipiira omwenda egisembyeyo .	Scott_B-PER Brosius_I-PER yakubye_O omupiira_O n_O 'awangula_O baddereeva_O babiri_O ku_O lwa_O Athletics_B-ORG ,_O abafiiriddwa_O omusanvu_O ku_O mipiira_O omwenda_O egisembyeyo_O ._O	lug
Mu Detroit , omupiira gwa Brad Ausmus ogw 'ebikopo bisatu gwakuba ebikopo bina mu munaana era ne guleeta Tigers ku buwanguzi 7 - 4 ku Chicago White Sox .	Mu_O Detroit_B-LOC ,_O omupiira_O gwa_O Brad_B-PER Ausmus_I-PER ogw_O 'ebikopo_O bisatu_O gwakuba_O ebikopo_O bina_O mu_O munaana_O era_O ne_O guleeta_O Tigers_B-ORG ku_O buwanguzi_O 7_O -_O 4_O ku_O Chicago_B-ORG White_I-ORG Sox_I-ORG ._O	lug
Aba Tigers bawangudde emizannyo egy 'omuddiring 'ana oluvannyuma lw 'okufiirwa emizannyo munaana egy 'omuddiring 'ana , naye bawangudde mwenda ku 12 ezaasembayo awaka .	Aba_O Tigers_B-ORG bawangudde_O emizannyo_O egy_O 'omuddiring_O 'ana_O oluvannyuma_O lw_O 'okufiirwa_O emizannyo_O munaana_O egy_O 'omuddiring_O 'ana_O ,_O naye_O bawangudde_O mwenda_O ku_O 12_O ezaasembayo_O awaka_O ._O	lug
Aba White Sox bafiiriddwa emizannyo mukaaga ku munaana egiyise .	Aba_O White_B-ORG Sox_I-ORG bafiiriddwa_O emizannyo_O mukaaga_O ku_O munaana_O egiyise_O ._O	lug
Guzman ( 10-8 ) awangudde omulundi ogusoose okuva nga 16 Jjulaayi , ebbanga ery 'emirundi mukaaga .	Guzman_B-PER (_O 10-8_O )_O awangudde_O omulundi_O ogusoose_O okuva_O nga_O 16_O Jjulaayi_O ,_O ebbanga_O ery_O 'emirundi_O mukaaga_O ._O	lug
Yakkirizza empaka bbiri - emu yaziwangula - era n 'akendeeza ERA ye okutuuka ku 2.99 .	Yakkirizza_O empaka_O bbiri_O -_O emu_O yaziwangula_O -_O era_O n_O 'akendeeza_O ERA_O ye_O okutuuka_O ku_O 2.99_O ._O	lug
Jaha ayongedde RBI emu mu yinninga eyomwenda n 'alina RBI nnya .	Jaha_B-PER ayongedde_O RBI_O emu_O mu_O yinninga_O eyomwenda_O n_O 'alina_O RBI_O nnya_O ._O	lug
Jose Valentin yakuba homer ye eya 21 ku lwa Milwaukee .	Jose_B-PER Valentin_I-PER yakuba_O homer_O ye_O eya_O 21_O ku_O lwa_O Milwaukee_B-ORG ._O	lug
OLUBAGA - COCU DOUBLE EARNS PSV ewangudde 4-1 .	OLUBAGA_O -_O COCU_B-PER DOUBLE_O EARNS_O PSV_B-ORG ewangudde_O 4-1_O ._O	lug
AMSTERDAM 1996-08-22 bye bye bye bye bye bye bye	AMSTERDAM_B-LOC 1996-08-22_O bye_O bye_O bye_O bye_O bye_O bye_O bye_O	lug
Philip Cocu yakubye ggoolo bbiri mu kitundu ekyokubiri n 'asobozesa PSV Eindhoven okuwangula NEC Nijmegen ggoolo 4-1 ku Lwokuna mu liigi ya Dutch eyasooka .	Philip_B-PER Cocu_I-PER yakubye_O ggoolo_O bbiri_O mu_O kitundu_O ekyokubiri_O n_O 'asobozesa_O PSV_B-ORG Eindhoven_I-ORG okuwangula_O NEC_B-ORG Nijmegen_I-ORG ggoolo_O 4-1_O ku_O Lwokuna_O mu_O liigi_O ya_O Dutch_O eyasooka_O ._O	lug
Yateebye ggoolo okuva okumpi mu ddakiika ey 'e 54 era n 'agikuba ku pikipiki ng 'ebula eddakiika 13 .	Yateebye_O ggoolo_O okuva_O okumpi_O mu_O ddakiika_O ey_O 'e_O 54_O era_O n_O 'agikuba_O ku_O pikipiki_O ng_O 'ebula_O eddakiika_O 13_O ._O	lug
Arthur Numan ne Luc Nilis , omukubi w' ebikopo owa Netherlands omwaka oguwedde , be baali abasasi abalala aba PSV .	Arthur_B-PER Numan_I-PER ne_O Luc_B-PER Nilis_I-PER ,_O omukubi_O w'_O ebikopo_O owa_O Netherlands_O omwaka_O oguwedde_O ,_O be_O baali_O abasasi_O abalala_O aba_O PSV_B-ORG ._O	lug
Ajax Amsterdam yatongozza okulwanirira ekikopo kyabwe n 'okuwangula NAC Breda ggoolo 1-0 ku Lwokusatu .	Ajax_B-ORG Amsterdam_I-ORG yatongozza_O okulwanirira_O ekikopo_O kyabwe_O n_O 'okuwangula_O NAC_B-ORG Breda_I-ORG ggoolo_O 1-0_O ku_O Lwokusatu_O ._O	lug
