input	output	language
Imibare y 'ibaruramari :	Imibare_O y_O 'ibaruramari_O :_O	kin
Umusaruro wose $ 10,756 $ 13,102 $ 7,961 $ 5,507	Umusaruro_O wose_O $_O 10,756_O $_O 13,102_O $_O 7,961_O $_O 5,507_O	kin
Software Amafaranga yinjira 2,383 1,558 1,086 1,074	Software_O Amafaranga_O yinjira_O 2,383_O 1,558_O 1,086_O 1,074_O	kin
Imisoro Inguzanyo 1,154 692 624 465	Imisoro_O Inguzanyo_O 1,154_O 692_O 624_O 465_O	kin
Umusaruro w 'ibikorwa 906 962 599 515	Umusaruro_O w_O 'ibikorwa_O 906_O 962_O 599_O 515_O	kin
Umusaruro mbumbe 821 512 565 301	Umusaruro_O mbumbe_O 821_O 512_O 565_O 301_O	kin
Inyungu kuri buri mugabane 0.31 0.34 0.19 0.20	Inyungu_O kuri_O buri_O mugabane_O 0.31_O 0.34_O 0.19_O 0.20_O	kin
31 Nyakanga , 1996 31 Mutarama , 1996	31_O Nyakanga_O ,_O 1996_O 31_O Mutarama_O ,_O 1996_O	kin
Imibare y 'ibaruramari :	Imibare_O y_O 'ibaruramari_O :_O	kin
Umushinga w 'imari y 'umurimo $ 5,755 ( $ 881 )	Umushinga_O w_O 'imari_O y_O 'umurimo_O $_O 5,755_O (_O $_O 881_O )_O	kin
Amafaranga n 'amafaranga angana nayo 2,386 93	Amafaranga_O n_O 'amafaranga_O angana_O nayo_O 2,386_O 93_O	kin
Ibikoresho byose 14,196 7,138	Ibikoresho_O byose_O 14,196_O 7,138_O	kin
Umusanzu w 'abanyamigabane 5 951 ( 1 461 )	Umusanzu_O w_O 'abanyamigabane_O 5_O 951_O (_O 1_O 461_O )_O	kin
Abasosiyalisiti b 'Abagiriki bahaye PM urumuri rw 'icyatsi kugira ngo atorwe .	Abasosiyalisiti_O b_O 'Abagiriki_O bahaye_O PM_O urumuri_O rw_O 'icyatsi_O kugira_O ngo_O atorwe_O ._O	kin
ATENE yo ku itariki ya 22 Kanama 1996	ATENE_B-LOC yo_O ku_O itariki_O ya_O 22_O Kanama_O 1996_O	kin
Ibiro bikuru by 'ishyaka ry 'Abasosiyalisiti ry 'u Bugereki byashyigikiye Minisitiri w 'Intebe Costas Simitis aramutse ahisemo gutangiza amatora y 'inzibacyuho , nkuko umunyamabanga mukuru w 'ishyaka Costas Skandalidis yabitangarije abanyamakuru ku wa Kane .	Ibiro_O bikuru_O by_O 'ishyaka_O ry_O 'Abasosiyalisiti_O ry_O 'u_O Bugereki_O byashyigikiye_O Minisitiri_O w_O 'Intebe_O Costas_B-PER Simitis_I-PER aramutse_O ahisemo_O gutangiza_O amatora_O y_O 'inzibacyuho_O ,_O nkuko_O umunyamabanga_O mukuru_O w_O 'ishyaka_O Costas_B-PER Skandalidis_I-PER yabitangarije_O abanyamakuru_O ku_O wa_O Kane_O ._O	kin
Skandalidis yavuze ko Minisitiri w 'Intebe Costas Simitis azatangaza ku mugaragaro nyuma y 'inama y 'abaminisitiri izaba ku wa Kane .	Skandalidis_B-PER yavuze_O ko_O Minisitiri_O w_O 'Intebe_O Costas_B-PER Simitis_I-PER azatangaza_O ku_O mugaragaro_O nyuma_O y_O 'inama_O y_O 'abaminisitiri_O izaba_O ku_O wa_O Kane_O ._O	kin
-- Dimitris Kontogiannis , Ibiro by 'amakuru bya Athènes + 301 3311812-4	--_O Dimitris_B-PER Kontogiannis_I-PER ,_O Ibiro_B-ORG by_I-ORG 'amakuru_I-ORG bya_I-ORG Athènes_I-ORG +_O 301_O 3311812-4_O	kin
PRESS DIGEST - U Bufaransa - Le Monde yo ku ya 22 Kanama .	PRESS_O DIGEST_O -_O U_B-LOC Bufaransa_I-LOC -_O Le_B-ORG Monde_I-ORG yo_O ku_O ya_O 22_O Kanama_O ._O	kin
I Paris ku itariki ya 22 Kanama 1996	I_O Paris_B-LOC ku_O itariki_O ya_O 22_O Kanama_O 1996_O	kin
Aya ni amwe mu makuru y' ikinyamakuru Le Monde cyo ku wa Kane tariki ya 23 Kanama .	Aya_O ni_O amwe_O mu_O makuru_O y'_O ikinyamakuru_O Le_B-ORG Monde_I-ORG cyo_O ku_O wa_O Kane_O tariki_O ya_O 23_O Kanama_O ._O	kin
IJAMBO RY 'IBANZE	IJAMBO_O RY_O 'IBANZE_O	kin
Umutwe wa FLNC uharanira inyungu z' igihugu cya Corse watangaje ko habayeho guhagarika imirwano nyuma y' ibitero by' ijoro ryakeye .	Umutwe_O wa_O FLNC_B-ORG uharanira_O inyungu_O z'_O igihugu_O cya_O Corse_O watangaje_O ko_O habayeho_O guhagarika_O imirwano_O nyuma_O y'_O ibitero_O by'_O ijoro_O ryakeye_O ._O	kin
IBIREBANA n 'ibikorwa by 'ubucuruzi	IBIREBANA_O n_O 'ibikorwa_O by_O 'ubucuruzi_O	kin
-- Ifungwa ry' inganda za Bally mu Bufaransa rigaragaza ikibazo cy' inganda zikora inkweto , aho inganda zo mu Bufaransa zaciwe intege no guhangana n' ibihugu bifite imishahara mito ndetse no kunanirwa gukurikirana ibijyanye n' iterambere .	--_O Ifungwa_O ry'_O inganda_O za_O Bally_B-ORG mu_O Bufaransa_O rigaragaza_O ikibazo_O cy'_O inganda_O zikora_O inkweto_O ,_O aho_O inganda_O zo_O mu_O Bufaransa_O zaciwe_O intege_O no_O guhangana_O n'_O ibihugu_O bifite_O imishahara_O mito_O ndetse_O no_O kunanirwa_O gukurikirana_O ibijyanye_O n'_O iterambere_O ._O	kin
Umunyamabanga mukuru w' ishyirahamwe ry' abakozi Sud-PTT mu kigo cy' itumanaho cya France Telecom , avuga ko ibintu byose byerekana ko hazaba imyigaragambyo mu byumweru bike biri imbere .	Umunyamabanga_O mukuru_O w'_O ishyirahamwe_O ry'_O abakozi_O Sud-PTT_O mu_O kigo_O cy'_O itumanaho_O cya_O France_B-ORG Telecom_I-ORG ,_O avuga_O ko_O ibintu_O byose_O byerekana_O ko_O hazaba_O imyigaragambyo_O mu_O byumweru_O bike_O biri_O imbere_O ._O	kin
- Icyumba cy 'amakuru cy 'i Paris + 33 1 42 21 53 81	-_O Icyumba_B-ORG cy_I-ORG 'amakuru_I-ORG cy_I-ORG 'i_I-ORG Paris_I-ORG +_O 33_O 1_O 42_O 21_O 53_O 81_O	kin
Imirimo yo gusana iriba rya Heidrun izamura umusaruro w' peteroli - Statoil .	Imirimo_O yo_O gusana_O iriba_O rya_O Heidrun_B-LOC izamura_O umusaruro_O w'_O peteroli_O -_O Statoil_B-ORG ._O	kin
OSLO 1996-08-22 Ibibazo by 'abaturage	OSLO_B-LOC 1996-08-22_O Ibibazo_O by_O 'abaturage_O	kin
Ibirombe byafunzwe byatumye umusaruro w' umusaruro wa Heidrun ugabanukaho imipira ibihumbi 30 ku munsi ( bpd ) ugera ku bihumbi 220 ku munsi , nk' uko tubikesha ikinyamakuru Status Weekly cy' iyi sosiyete .	Ibirombe_O byafunzwe_O byatumye_O umusaruro_O w'_O umusaruro_O wa_O Heidrun_B-LOC ugabanukaho_O imipira_O ibihumbi_O 30_O ku_O munsi_O (_O bpd_O )_O ugera_O ku_O bihumbi_O 220_O ku_O munsi_O ,_O nk'_O uko_O tubikesha_O ikinyamakuru_O Status_B-ORG Weekly_I-ORG cy'_O iyi_O sosiyete_O ._O	kin
Byatangajwe ko ibigega bizasubirwamo ndetse n' amabuye azashyirwa mu kigega binyuze muri kimwe muri ibyo bigega kugira ngo mu gihe kizaza hatazongera kubaho ibibazo byo gufunga ibigega .	Byatangajwe_O ko_O ibigega_O bizasubirwamo_O ndetse_O n'_O amabuye_O azashyirwa_O mu_O kigega_O binyuze_O muri_O kimwe_O muri_O ibyo_O bigega_O kugira_O ngo_O mu_O gihe_O kizaza_O hatazongera_O kubaho_O ibibazo_O byo_O gufunga_O ibigega_O ._O	kin
- Icyumba cy 'amakuru cy 'i Oslo + 47 22 42 50 41	-_O Icyumba_O cy_O 'amakuru_O cy_O 'i_O Oslo_B-LOC +_O 47_O 22_O 42_O 50_O 41_O	kin
IHELSINKI 1996-08-22 Imirimo y 'ishami	IHELSINKI_B-LOC 1996-08-22_O Imirimo_O y_O 'ishami_O	kin
Ikigereranyo cy 'ubucuruzi ( millions markka ) :	Ikigereranyo_O cy_O 'ubucuruzi_O (_O millions_O markka_O )_O :_O	kin
Mata ' 96 Werurwe ' 96 Mutarama - Mata ' 96 Mutarama - Mata ' 95	Mata_O '_O 96_O Werurwe_O '_O 96_O Mutarama_O -_O Mata_O '_O 96_O Mutarama_O -_O Mata_O '_O 95_O	kin
Ibicuruzwa byinjira 10,663 10,725 43,430 40,989	Ibicuruzwa_O byinjira_O 10,663_O 10,725_O 43,430_O 40,989_O	kin
Ibyoherezwa mu mahanga 14,494 14,153 56,126 56,261	Ibyoherezwa_O mu_O mahanga_O 14,494_O 14,153_O 56,126_O 56,261_O	kin
Ibisigaye + 3,831 + 3,428 + 12,696 + 15,272	Ibisigaye_O +_O 3,831_O +_O 3,428_O +_O 12,696_O +_O 15,272_O	kin
Umubare w' ibicuruzwa byinjijwe mu gihugu kuva muri Mutarama kugera muri Mata 1995 wavuguruwe uva kuri miriyoni 39,584 z' ama marks n 'umubare w' ibicuruzwa byoherejwe mu mahanga uva kuri miriyoni 55,627 z' ama marks .	Umubare_O w'_O ibicuruzwa_O byinjijwe_O mu_O gihugu_O kuva_O muri_O Mutarama_O kugera_O muri_O Mata_O 1995_O wavuguruwe_O uva_O kuri_O miriyoni_O 39,584_O z'_O ama_O marks_O n_O 'umubare_O w'_O ibicuruzwa_O byoherejwe_O mu_O mahanga_O uva_O kuri_O miriyoni_O 55,627_O z'_O ama_O marks_O ._O	kin
Imibare y' ubucuruzi ya buri kwezi y' Ikigo cy 'Banki Nkuru y' Igihugu iri inyuma bitewe n' impinduka mu mikorere y' amasoko igihe Finlande yinjiraga mu Muryango w' Ubumwe bw 'u Burayi mu ntangiriro z' umwaka wa 1995 .	Imibare_O y'_O ubucuruzi_O ya_O buri_O kwezi_O y'_O Ikigo_O cy_B-ORG 'Banki_I-ORG Nkuru_I-ORG y'_I-ORG Igihugu_I-ORG iri_O inyuma_O bitewe_O n'_O impinduka_O mu_O mikorere_O y'_O amasoko_O igihe_O Finlande_B-LOC yinjiraga_O mu_O Muryango_B-ORG w'_I-ORG Ubumwe_I-ORG bw_I-ORG 'u_I-ORG Burayi_I-ORG mu_O ntangiriro_O z'_O umwaka_O wa_O 1995_O ._O	kin
- Ibiro by 'amakuru by 'i Helsinki + 358 - 0 - 680 50 245	-_O Ibiro_B-ORG by_I-ORG 'amakuru_I-ORG by_I-ORG 'i_I-ORG Helsinki_I-ORG +_O 358_O -_O 0_O -_O 680_O 50_O 245_O	kin
Igihugu cy' u Buholandi cyazamuye igiciro cy' ubwikorezi ku giciro cya 99.95 .	Igihugu_O cy'_O u_O Buholandi_O cyazamuye_O igiciro_O cy'_O ubwikorezi_O ku_O giciro_O cya_O 99.95_O ._O	kin
AMSTERDAM yo ku itariki ya 22 Ukuboza 1996	AMSTERDAM_B-LOC yo_O ku_O itariki_O ya_O 22_O Ukuboza_O 1996_O	kin
Minisiteri y' Imari yazamuriye igiciro cy' itangwa ry' ingwate nshya ya leta y' u Buholandi ku gipimo cya 5.75 ku ijana igomba kwishyurwa muri Nzeri 2002 ku gipimo cya 99.95 kivuye kuri 99.90 .	Minisiteri_B-ORG y'_I-ORG Imari_I-ORG yazamuriye_O igiciro_O cy'_O itangwa_O ry'_O ingwate_O nshya_O ya_O leta_O y'_O u_O Buholandi_O ku_O gipimo_O cya_O 5.75_O ku_O ijana_O igomba_O kwishyurwa_O muri_O Nzeri_O 2002_O ku_O gipimo_O cya_O 99.95_O kivuye_O kuri_O 99.90_O ._O	kin
Igurishwa rya tap ryatangiye kuri uyu wa Mbere , rikaba rizajya riba buri munsi guhera saa 07h00 GMT kugeza saa 15h00 GMT kugeza hatanzwe andi mabwiriza .	Igurishwa_O rya_O tap_O ryatangiye_O kuri_O uyu_O wa_O Mbere_O ,_O rikaba_O rizajya_O riba_O buri_O munsi_O guhera_O saa_O 07h00_O GMT_O kugeza_O saa_O 15h00_O GMT_O kugeza_O hatanzwe_O andi_O mabwiriza_O ._O	kin
Iyi minisiteri yari imaze gukusanya miliyari 2.3 z 'ama florins mu kugurisha iyo nguzanyo nshya ubwo isoko ryarangiraga kuri uyu wa Gatatu .	Iyi_O minisiteri_O yari_O imaze_O gukusanya_O miliyari_O 2.3_O z_O 'ama_O florins_O mu_O kugurisha_O iyo_O nguzanyo_O nshya_O ubwo_O isoko_O ryarangiraga_O kuri_O uyu_O wa_O Gatatu_O ._O	kin
- Icyumba cy 'amakuru cy 'i Amsterdam + 31 20 504 5000	-_O Icyumba_O cy_O 'amakuru_O cy_O 'i_O Amsterdam_B-LOC +_O 31_O 20_O 504_O 5000_O	kin
Minisiteri y' ubuhinzi n' ubworozi y' u Budage iraburira abaguzi kwirinda inyama z' intama zo mu Bwongereza .	Minisiteri_O y'_O ubuhinzi_O n'_O ubworozi_O y'_O u_O Budage_O iraburira_O abaguzi_O kwirinda_O inyama_O z'_O intama_O zo_O mu_O Bwongereza_O ._O	kin
BONN 1996-08-22	BONN_B-LOC 1996-08-22_O	kin
Minisiteri y' Ubuhinzi y' u Budage kuri uyu wa Gatatu yagiriye inama abakiliya kwirinda kurya inyama z' intama zo mu Bwongereza kugeza igihe abahanga mu bya siyansi bazamenyera niba indwara y' inka y' ibisazi ishobora kwandurira izo nyamaswa .	Minisiteri_B-ORG y'_I-ORG Ubuhinzi_I-ORG y'_O u_B-LOC Budage_I-LOC kuri_O uyu_O wa_O Gatatu_O yagiriye_O inama_O abakiliya_O kwirinda_O kurya_O inyama_O z'_O intama_O zo_O mu_O Bwongereza_O kugeza_O igihe_O abahanga_O mu_O bya_O siyansi_O bazamenyera_O niba_O indwara_O y'_O inka_O y'_O ibisazi_O ishobora_O kwandurira_O izo_O nyamaswa_O ._O	kin
Yakomeje agira ati " Sinshaka kuvuga ko hari akaga gakomeye kugarije abaguzi .	Yakomeje_O agira_O ati_O "_O Sinshaka_O kuvuga_O ko_O hari_O akaga_O gakomeye_O kugarije_O abaguzi_O ._O	kin
Hari ibintu byinshi tudasobanukiwe , kandi tugomba kubisobanukirwa vuba na bwangu . "	Hari_O ibintu_O byinshi_O tudasobanukiwe_O ,_O kandi_O tugomba_O kubisobanukirwa_O vuba_O na_O bwangu_O ._O "_O	kin
Umujyi wa Bonn ni wo wafashe iya mbere mu guhangana n' ikibazo cy' inka zifite indwara y' ibisazi , cyatangiye muri Werurwe ubwo u Bwongereza bwemeraga ko abantu bashobora kwandura indwara nk' iyo binyuze mu kurya inyama zanduye .	Umujyi_O wa_O Bonn_B-LOC ni_O wo_O wafashe_O iya_O mbere_O mu_O guhangana_O n'_O ikibazo_O cy'_O inka_O zifite_O indwara_O y'_O ibisazi_O ,_O cyatangiye_O muri_O Werurwe_O ubwo_O u_B-LOC Bwongereza_I-LOC bwemeraga_O ko_O abantu_O bashobora_O kwandura_O indwara_O nk'_O iyo_O binyuze_O mu_O kurya_O inyama_O zanduye_O ._O	kin
Ariko bamwe mu bagize komite ihoraho y' ubuvuzi bw' amatungo y' Umuryango w' Ubumwe bw' Uburayi bibazaga niba icyo gikorwa cyari gikenewe bitewe n' ibyago byoroheje ku buzima bw' abantu .	Ariko_O bamwe_O mu_O bagize_O komite_O ihoraho_O y'_O ubuvuzi_O bw'_O amatungo_O y'_O Umuryango_O w'_O Ubumwe_B-ORG bw'_I-ORG Uburayi_I-ORG bibazaga_O niba_O icyo_O gikorwa_O cyari_O gikenewe_O bitewe_O n'_O ibyago_O byoroheje_O ku_O buzima_O bw'_O abantu_O ._O	kin
Kuva kera byari bizwi ko intama zishobora kwandura indwara ya scrapie , indwara ifata ubwonko imeze nka BSE bivugwa ko yandurira ku matungo binyuze mu biryo birimo imyanda y' amatungo .	Kuva_O kera_O byari_O bizwi_O ko_O intama_O zishobora_O kwandura_O indwara_O ya_O scrapie_O ,_O indwara_O ifata_O ubwonko_O imeze_O nka_O BSE_O bivugwa_O ko_O yandurira_O ku_O matungo_O binyuze_O mu_O biryo_O birimo_O imyanda_O y'_O amatungo_O ._O	kin
Abategetsi b 'Abongereza bavuga ko kurya inyama z 'intama nta cyo bitwaye .	Abategetsi_O b_O 'Abongereza_O bavuga_O ko_O kurya_O inyama_O z_O 'intama_O nta_O cyo_O bitwaye_O ._O	kin
Ikinyamakuru ZDF cyavuze ko umwaka ushize u Budage bwinjije intama 47.600 ziturutse mu Bwongereza , ni ukuvuga hafi kimwe cya kabiri cy' izinjizwaga mu Budage .	Ikinyamakuru_O ZDF_B-ORG cyavuze_O ko_O umwaka_O ushize_O u_B-LOC Budage_I-LOC bwinjije_O intama_O 47.600_O ziturutse_O mu_B-LOC Bwongereza_I-LOC ,_O ni_O ukuvuga_O hafi_O kimwe_O cya_O kabiri_O cy'_O izinjizwaga_O mu_O Budage_O ._O	kin
Yinjije toni 4,275 z 'inyama z 'intama z 'Abongereza , ni ukuvuga hafi 10 ku ijana by 'inyama zose zoherejwe mu Bwongereza .	Yinjije_O toni_O 4,275_O z_O 'inyama_O z_O 'intama_O z_O 'Abongereza_O ,_O ni_O ukuvuga_O hafi_O 10_O ku_O ijana_O by_O 'inyama_O zose_O zoherejwe_O mu_O Bwongereza_O ._O	kin
Nyuma y 'aho guverinoma y 'u Bwongereza yemereye ko hashobora kuba hari isano hagati y 'indwara y 'ibisazi by 'inka n 'indwara ihitana abantu , Umuryango w 'Ubumwe bw 'u Burayi washyizeho itegeko ry 'isi yose ribuza Ubwongereza gutumiza mu mahanga inyama z 'inka .	Nyuma_O y_O 'aho_O guverinoma_O y_O 'u_O Bwongereza_O yemereye_O ko_O hashobora_O kuba_O hari_O isano_O hagati_O y_O 'indwara_O y_O 'ibisazi_O by_O 'inka_O n_O 'indwara_O ihitana_O abantu_O ,_O Umuryango_O w_B-ORG 'Ubumwe_I-ORG bw_I-ORG 'u_I-ORG Burayi_I-ORG washyizeho_O itegeko_O ry_O 'isi_O yose_O ribuza_O Ubwongereza_O gutumiza_O mu_O mahanga_O inyama_O z_O 'inka_O ._O	kin
Mu nama yabaye muri Kamena , abakuru b 'ibihugu bigize umuryango w 'Ubumwe bw 'u Burayi bumvikanye ku gukuraho buhoro buhoro iryo tegeko mu gihe u Bwongereza na bwo bufata ingamba zo kurandura burundu iyo ndwara .	Mu_O nama_O yabaye_O muri_O Kamena_O ,_O abakuru_O b_O 'ibihugu_O bigize_O umuryango_O w_B-ORG 'Ubumwe_I-ORG bw_I-ORG 'u_I-ORG Burayi_I-ORG bumvikanye_O ku_O gukuraho_O buhoro_O buhoro_O iryo_O tegeko_O mu_O gihe_O u_B-LOC Bwongereza_I-LOC na_O bwo_O bufata_O ingamba_O zo_O kurandura_O burundu_O iyo_O ndwara_O ._O	kin
GOLF - Imibare y' amanota y' abakinnyi ba mbere ku isi mu mukino wa golf .	GOLF_O -_O Imibare_O y'_O amanota_O y'_O abakinnyi_O ba_O mbere_O ku_O isi_O mu_O mukino_O wa_O golf_O ._O	kin
AKRON , Ohio , ku itariki ya 22 Kanama 1996	AKRON_B-LOC ,_O Ohio_B-LOC ,_O ku_O itariki_O ya_O 22_O Kanama_O 1996_O	kin
Imibare y 'amafaranga y 'amadolari 2,1	Imibare_O y_O 'amafaranga_O y_O 'amadolari_O 2,1_O	kin
miliyoni NEC World Series of Golf nyuma y 'icyiciro cya mbere	miliyoni_O NEC_O World_O Series_O of_O Golf_O nyuma_O y_O 'icyiciro_O cya_O mbere_O	kin
Ku wa Kane kuri parikingi ya Firestone C.C. ifite uburebure bwa metero 7,149	Ku_O wa_O Kane_O kuri_O parikingi_O ya_O Firestone_B-LOC C.C._I-LOC ifite_O uburebure_O bwa_O metero_O 7,149_O	kin
( Abakinnyi bo muri Leta Zunze Ubumwe z 'Amerika , keretse iyo byavuzwe ukundi ) :	(_O Abakinnyi_O bo_O muri_O Leta_B-LOC Zunze_I-LOC Ubumwe_I-LOC z_I-LOC 'Amerika_I-LOC ,_O keretse_O iyo_O byavuzwe_O ukundi_O )_O :_O	kin
66 Paul Goydos , Billy Mayfair na Hidemichi Tanaka bo mu Buyapani	66_O Paul_B-PER Goydos_I-PER ,_O Billy_B-PER Mayfair_I-PER na_O Hidemichi_B-PER Tanaka_I-PER bo_O mu_O Buyapani_B-LOC	kin
68 Byavuzwe na Steve Stricker	68_O Byavuzwe_O na_O Steve_B-PER Stricker_I-PER	kin
69 Justin Leonard na Mark Brooks	69_O Justin_B-PER Leonard_I-PER na_O Mark_B-PER Brooks_I-PER	kin
70 Tim Herron , Duffy Waldorf , Davis Love , Anders Forsbrand	70_O Tim_B-PER Herron_I-PER ,_O Duffy_B-PER Waldorf_I-PER ,_O Davis_B-PER Love_I-PER ,_O Anders_B-PER Forsbrand_I-PER	kin
( Suède ) , Nick Faldo ( Ubwongereza ) , John Cook , Steve Jones , Phil	(_O Suède_B-LOC )_O ,_O Nick_B-PER Faldo_I-PER (_O Ubwongereza_B-LOC )_O ,_O John_B-PER Cook_I-PER ,_O Steve_B-PER Jones_I-PER ,_O Phil_B-PER	kin
Mickelson na Greg Norman bo muri Ositaraliya	Mickelson_B-PER na_O Greg_B-PER Norman_I-PER bo_O muri_O Ositaraliya_B-LOC	kin
71 Ernie Els ( Afurika y 'Epfo ) , Scott Hoch	71_O Ernie_B-PER Els_I-PER (_O Afurika_B-LOC y_I-LOC 'Epfo_I-LOC )_O ,_O Scott_B-PER Hoch_I-PER	kin
72 Clarence Rose , Loren Roberts , Fred Funk , na Sven Struver	72_O Clarence_B-PER Rose_I-PER ,_O Loren_B-PER Roberts_I-PER ,_O Fred_B-PER Funk_I-PER ,_O na_O Sven_B-PER Struver_I-PER	kin
( Ubudage ) , Alexander Cejka ( Ubudage ) , Hal Sutton , Tom Lehman	(_O Ubudage_B-LOC )_O ,_O Alexander_B-PER Cejka_I-PER (_O Ubudage_B-LOC )_O ,_O Hal_B-PER Sutton_I-PER ,_O Tom_B-PER Lehman_I-PER	kin
73 D.A. Weibring , Brad Bryant , Craig Parry ( wo muri Ositaraliya ) ,	73_O D.A._B-PER Weibring_I-PER ,_O Brad_B-PER Bryant_I-PER ,_O Craig_B-PER Parry_I-PER (_O wo_O muri_O Ositaraliya_B-LOC )_O ,_O	kin
Stewart Ginn ( muri Ositaraliya ) , Corey Pavin , Craig Stadler , Mark	Stewart_B-PER Ginn_I-PER (_O muri_B-LOC Ositaraliya_I-LOC )_O ,_O Corey_B-PER Pavin_I-PER ,_O Craig_B-PER Stadler_I-PER ,_O Mark_B-PER	kin
O 'Meara , Fred n 'abo bashakanye	O_B-PER 'Meara_I-PER ,_O Fred_B-PER n_I-PER 'abo_I-PER bashakanye_I-PER	kin
74 Paul Stankowski , Costantino Rocca ( u Butaliyani )	74_O Paul_B-PER Stankowski_I-PER ,_O Costantino_B-PER Rocca_I-PER (_O u_B-LOC Butaliyani_I-LOC )_O	kin
75 Jim Furyk , Satoshi Higashi ( u Buyapani ) , Willie Wood , Shigeki	75_O Jim_B-PER Furyk_I-PER ,_O Satoshi_B-PER Higashi_I-PER (_O u_B-LOC Buyapani_I-LOC )_O ,_O Willie_B-PER Wood_I-PER ,_O Shigeki_B-PER	kin
Maruyama wo mu Buyapani	Maruyama_B-PER wo_O mu_O Buyapani_B-LOC	kin
76 Scott McCarron	76_O Scott_B-PER McCarron_I-PER	kin
77 Wayne Westner ( Afurika y 'Epfo ) , Steve Schneiter	77_O Wayne_B-PER Westner_I-PER (_O Afurika_B-LOC y_I-LOC 'Epfo_I-LOC )_O ,_O Steve_B-PER Schneiter_I-PER	kin
79 Tom Watson	79_O Tom_B-PER Watson_I-PER	kin
81 Seiki Okuda ( u Buyapani )	81_O Seiki_B-PER Okuda_I-PER (_O u_B-LOC Buyapani_I-LOC )_O	kin
Umupira w' amaguru - GLORIA BISTRITA BEAT 2-1 F.C. VALLETTA . Umupira w' amaguru - GLORIA BISTRITA BEAT 2-1 F.C. VALLETTA .	Umupira_O w'_O amaguru_O -_O GLORIA_O BISTRITA_O BEAT_O 2-1_O F.C._B-ORG VALLETTA_I-ORG ._O Umupira_O w'_O amaguru_O -_O GLORIA_B-ORG BISTRITA_I-ORG BEAT_O 2-1_O F.C._O VALLETTA_O ._O	kin
BISTRITA 1996-08-22 Ishyirahamwe ry 'Umuryango w 'Abibumbye	BISTRITA_B-LOC 1996-08-22_O Ishyirahamwe_O ry_O 'Umuryango_O w_O 'Abibumbye_O	kin
Abatsinze igitego :	Abatsinze_O igitego_O :_O	kin
Gloria Bistrita - Ilie Lazar ( uwa 32 ) , Eugen Voica ( uwa 84 )	Gloria_B-ORG Bistrita_I-ORG -_O Ilie_B-PER Lazar_I-PER (_O uwa_O 32_O )_O ,_O Eugen_B-PER Voica_I-PER (_O uwa_O 84_O )_O	kin
F.C. La Valletta - Gilbert Agius ( uwa 24 )	F.C._B-ORG La_I-ORG Valletta_I-ORG -_O Gilbert_B-PER Agius_I-PER (_O uwa_O 24_O )_O	kin
Abari bateranye : 8.000	Abari_O bateranye_O :_O 8.000_O	kin
Gloria Bistrita yatsinze ibitego 4-2 muri rusange maze yerekeza mu cyiciro cya mbere cy 'igikombe cy 'abegukanye ibikombe .	Gloria_B-ORG Bistrita_I-ORG yatsinze_O ibitego_O 4-2_O muri_O rusange_O maze_O yerekeza_O mu_O cyiciro_O cya_O mbere_O cy_O 'igikombe_O cy_O 'abegukanye_O ibikombe_O ._O	kin
Ikinyamakuru REUTER	Ikinyamakuru_O REUTER_B-PER	kin
YORK , mu Bwongereza , ku ya 22 Kanama 1996	YORK_B-LOC ,_O mu_B-LOC Bwongereza_I-LOC ,_O ku_O ya_O 22_O Kanama_O 1996_O	kin
Sir Mark Prescott yegukanye intsinzi ye ya mbere mu itsinda rya mbere mu myaka 25 amaze ari umutoza ubwo umukinnyi we ukomeye Pivotal , ufite amahirwe 100-30 , yatsindaga Nunthorpe Stakes ku wa Kane .	Sir_O Mark_B-PER Prescott_I-PER yegukanye_O intsinzi_O ye_O ya_O mbere_O mu_O itsinda_O rya_O mbere_O mu_O myaka_O 25_O amaze_O ari_O umutoza_O ubwo_O umukinnyi_O we_O ukomeye_O Pivotal_B-PER ,_O ufite_O amahirwe_O 100-30_O ,_O yatsindaga_O Nunthorpe_O Stakes_O ku_O wa_O Kane_O ._O	kin
Uyu musore w' imyaka itatu , ari kumwe na George Duffield w' umuhanga , yatsinze igitego cy' umutwe muto mu mukino wa nyuma wo kwamagana Eveningperformance ( 16-1 ) yatozwaga na Henry Candy kandi igatwarwa na Chris Rutter .	Uyu_O musore_O w'_O imyaka_O itatu_O ,_O ari_O kumwe_O na_O George_B-PER Duffield_I-PER w'_O umuhanga_O ,_O yatsinze_O igitego_O cy'_O umutwe_O muto_O mu_O mukino_O wa_O nyuma_O wo_O kwamagana_O Eveningperformance_B-PER (_O 16-1_O )_O yatozwaga_O na_O Henry_B-PER Candy_I-PER kandi_O igatwarwa_O na_O Chris_B-PER Rutter_I-PER ._O	kin
Pivotal wari waratsinze irushanwa rya Royal Ascot muri Kamena , ubu ashobora kwerekeza amaso ku irushanwa rya Abbaye ryo muri uyu mwaka , irushanwa rikomeye kurusha andi yo mu Burayi .	Pivotal_B-PER wari_O waratsinze_O irushanwa_O rya_O Royal_B-PER Ascot_I-PER muri_O Kamena_O ,_O ubu_O ashobora_O kwerekeza_O amaso_O ku_O irushanwa_O rya_O Abbaye_O ryo_O muri_O uyu_O mwaka_O ,_O irushanwa_O rikomeye_O kurusha_O andi_O yo_O mu_O Burayi_B-LOC ._O	kin
