input	output	language
Nowacho ni rowere duto ma ne ohinyore ne oter e osiptal , to onge kata achiel kuomgi ma ne nyalo tho .	Nowacho_O ni_O rowere_O duto_O ma_O ne_O ohinyore_O ne_O oter_O e_O osiptal_O ,_O to_O onge_O kata_O achiel_O kuomgi_O ma_O ne_O nyalo_O tho_O ._O	luo
Polis nowacho ni nyako ma ne otho ne iluongo ni Michelle Harper .	Polis_O nowacho_O ni_O nyako_O ma_O ne_O otho_O ne_O iluongo_O ni_O Michelle_B-PER Harper_I-PER ._O	luo
Ne ok onyisgi hikgi .	Ne_O ok_O onyisgi_O hikgi_O ._O	luo
Glickman wacho ni USDA nono aflatoxin e Texas .	Glickman_B-PER wacho_O ni_O USDA_B-ORG nono_O aflatoxin_O e_O Texas_B-LOC ._O	luo
WASHINGTON 1996-08-23 Gik ma Ji Wacho e Wi Muma	WASHINGTON_B-LOC 1996-08-23_O Gik_O ma_O Ji_O Wacho_O e_O Wi_O Muma_O	luo
Jagoro mar pur miluongo ni Dan Glickman nowacho ni migawono ne nono ripode mag aflatoxin mayudore e cham e gwenge moko mag Texas .	Jagoro_O mar_O pur_O miluongo_O ni_O Dan_B-PER Glickman_I-PER nowacho_O ni_O migawono_O ne_O nono_O ripode_O mag_O aflatoxin_O mayudore_O e_O cham_O e_O gwenge_O moko_O mag_O Texas_B-LOC ._O	luo
Glickman nowacho ne jofwambo bang 'wuoyo gi jopur e chiro moro ma USDA ema siro .	Glickman_B-PER nowacho_O ne_O jofwambo_O bang_O 'wuoyo_O gi_O jopur_O e_O chiro_O moro_O ma_O USDA_O ema_O siro_O ._O	luo
" Mano en chandruok masiko .	"_O Mano_O en_O chandruok_O masiko_O ._O	luo
Nyalo bedo ni nitie pek moko nikech piny ng 'ich kendo koth chue , kata kamano wan gi nyalo mar loyo pekgo , " jatelono nowacho .	Nyalo_O bedo_O ni_O nitie_O pek_O moko_O nikech_O piny_O ng_O 'ich_O kendo_O koth_O chue_O ,_O kata_O kamano_O wan_O gi_O nyalo_O mar_O loyo_O pekgo_O ,_O "_O jatelono_O nowacho_O ._O	luo
Lamo mar Misa .	Lamo_O mar_O Misa_B-LOC ._O	luo
Kata kamano , ok yot ne gavana yudo joma riwe lwedo e pinygi .	Kata_O kamano_O ,_O ok_O yot_O ne_O gavana_O yudo_O joma_O riwe_O lwedo_O e_O pinygi_O ._O	luo
BOSTON 1996-08-23 Gik ma Ji Wacho e Wi Muma	BOSTON_B-LOC 1996-08-23_O Gik_O ma_O Ji_O Wacho_O e_O Wi_O Muma_O	luo
Nyar gavana ma Ja - Republican ma jahigini 12 .	Nyar_O gavana_O ma_O Ja_O -_O Republican_O ma_O jahigini_O 12_O ._O	luo
William Weld tiyo matek mondo ogeng 'kwayo mare mar yudo kom e Senet mar Amerka nikech ok odwar wuok Massachusetts .	William_B-PER Weld_I-PER tiyo_O matek_O mondo_O ogeng_O 'kwayo_O mare_O mar_O yudo_O kom_O e_O Senet_B-ORG mar_O Amerka_B-LOC nikech_O ok_O odwar_O wuok_O Massachusetts_B-LOC ._O	luo
Weld ne oyie ni nyare ma jahigini 12 miluongo ni Franny , en " jalweny ma tiyo " ne Sen.	Weld_B-PER ne_O oyie_O ni_O nyare_O ma_O jahigini_O 12_O miluongo_O ni_O Franny_B-PER ,_O en_O "_O jalweny_O ma_O tiyo_O "_O ne_O Sen._O	luo
John Kerry , kata obedo ni hike pok oromo mar goyo ombulu .	John_B-PER Kerry_I-PER ,_O kata_O obedo_O ni_O hike_O pok_O oromo_O mar_O goyo_O ombulu_O ._O	luo
Weld , kane owuoyo e redio mar WBUR-FM chieng 'Tich Ang 'wen , nowacho ni ne oyudo akwede koa kuom nyare nikech nyare ne ok dwar wuok Cambridge , Massachusetts , mondo odhi Washington .	Weld_B-PER ,_O kane_O owuoyo_O e_O redio_O mar_O WBUR-FM_B-ORG chieng_O 'Tich_O Ang_O 'wen_O ,_O nowacho_O ni_O ne_O oyudo_O akwede_O koa_O kuom_O nyare_O nikech_O nyare_O ne_O ok_O dwar_O wuok_O Cambridge_B-LOC ,_O Massachusetts_B-LOC ,_O mondo_O odhi_O Washington_B-LOC ._O	luo
Bende nowacho ni osiep Franny Weld miluongo ni Tracy Roosevelt , ne nyalo bedo ni nigi tudruok moro gi weche siasa .	Bende_O nowacho_O ni_O osiep_O Franny_B-PER Weld_I-PER miluongo_O ni_O Tracy_B-PER Roosevelt_I-PER ,_O ne_O nyalo_O bedo_O ni_O nigi_O tudruok_O moro_O gi_O weche_O siasa_O ._O	luo
Tracy en nyakwar jatelo machon mar Jo - Democrat miluongo ni Franklin Roosevelt , kendo riwo Jo - Democrat lwedo en tim anyuola .	Tracy_B-PER en_O nyakwar_O jatelo_O machon_O mar_O Jo_O -_O Democrat_O miluongo_O ni_O Franklin_B-LOC Roosevelt_I-LOC ,_O kendo_O riwo_O Jo_O -_O Democrat_O lwedo_O en_O tim_O anyuola_O ._O	luo
Jood Roosevelt ne gin osiepe mabeyo mag Weld kod chiege , Susan Roosevelt Weld , ma ne en koth Theodore Roosevelt ma ne en jatelo machon , kendo ma ne olocho kaka Ja - Republican .	Jood_B-PER Roosevelt_I-PER ne_O gin_O osiepe_O mabeyo_O mag_O Weld_B-PER kod_O chiege_O ,_O Susan_B-PER Roosevelt_I-PER Weld_I-PER ,_O ma_O ne_O en_O koth_O Theodore_B-PER Roosevelt_I-PER ma_O ne_O en_O jatelo_O machon_O ,_O kendo_O ma_O ne_O olocho_O kaka_O Ja_O -_O Republican_O ._O	luo
Kwan mag jonyiewo mag Lufthansa e Q2 ne omedore gi pasent 1.7 .	Kwan_O mag_O jonyiewo_O mag_O Lufthansa_B-ORG e_O Q2_O ne_O omedore_O gi_O pasent_O 1.7_O ._O	luo
FRANKFURT 1996-08-23 weche manyien	FRANKFURT_B-LOC 1996-08-23_O weche_O manyien_O	luo
Tablo maluwo nyiso gik ma Lufthansa Cargo AG notimo e kwaro mar ariyo e higa 1996 , kaluwore gi weche mogo gi gaset mar Deutsche Lufthansa AG	Tablo_O maluwo_O nyiso_O gik_O ma_O Lufthansa_B-ORG Cargo_I-ORG AG_I-ORG notimo_O e_O kwaro_O mar_O ariyo_O e_O higa_O 1996_O ,_O kaluwore_O gi_O weche_O mogo_O gi_O gaset_O mar_O Deutsche_B-ORG Lufthansa_I-ORG AG_I-ORG	luo
Ng 'eny mar mtokni-kilomita mag ting 'o gik moko ( milion ) 2,389 medruok mar 4	Ng_O 'eny_O mar_O mtokni-kilomita_O mag_O ting_O 'o_O gik_O moko_O (_O milion_O )_O 2,389_O medruok_O mar_O 4_O	luo
Yuto mar mtokni-kilomita ( milion ) 1,600 , medruok mar pasent 7	Yuto_O mar_O mtokni-kilomita_O (_O milion_O )_O 1,600_O ,_O medruok_O mar_O pasent_O 7_O	luo
Kwan mag mtokni mating 'o ji 67.0 omedore gi pasent 1.7	Kwan_O mag_O mtokni_O mating_O 'o_O ji_O 67.0_O omedore_O gi_O pasent_O 1.7_O	luo
Yuto mawuok e ohala mar wuoth ( Dm milion ) 820 medruok mar 2 p.c	Yuto_O mawuok_O e_O ohala_O mar_O wuoth_O (_O Dm_O milion_O )_O 820_O medruok_O mar_O 2_O p.c_O	luo
Yuto mawuok kuom tije mamoko ( Dm milionde )	Yuto_O mawuok_O kuom_O tije_O mamoko_O (_O Dm_O milionde_O )_O	luo
Chiwo mag jotich ( Dm milionde ) 116 medruok mar pasent 8	Chiwo_O mag_O jotich_O (_O Dm_O milionde_O )_O 116_O medruok_O mar_O pasent_O 8_O	luo
Giko mar nengo mafuta ( Dm milionde ) 69 nomedore gi pasent 20	Giko_O mar_O nengo_O mafuta_O (_O Dm_O milionde_O )_O 69_O nomedore_O gi_O pasent_O 20_O	luo
Yuto motudore gi ndege ( Dm milion ) 125 medruok mar pasent 17	Yuto_O motudore_O gi_O ndege_O (_O Dm_O milion_O )_O 125_O medruok_O mar_O pasent_O 17_O	luo
- Air Cargo Newsroom Tel + 44 171 542 7706 Faks + 44 171 542 5017	-_O Air_B-ORG Cargo_I-ORG Newsroom_I-ORG Tel_O +_O 44_O 171_O 542_O 7706_O Faks_O +_O 44_O 171_O 542_O 5017_O	luo
WSC-India Rice Weather , Agost 23 .	WSC-India_B-ORG Rice_O Weather_O ,_O Agost_O 23_O ._O	luo
GIK MA MUMA WACHO : Koth biro chue e okang 'mar sentimita 6 - 33 e gwenge mang 'eny e piny India kendo koth biro chue mang 'eny e gwenge mamoko bende .	GIK_O MA_O MUMA_O WACHO_O :_O Koth_O biro_O chue_O e_O okang_O 'mar_O sentimita_O 6_O -_O 33_O e_O gwenge_O mang_O 'eny_O e_O piny_O India_B-LOC kendo_O koth_O biro_O chue_O mang_O 'eny_O e_O gwenge_O mamoko_O bende_O ._O	luo
Koth moko matindo tindo ne ochue e kor masawa .	Koth_O moko_O matindo_O tindo_O ne_O ochue_O e_O kor_O masawa_O ._O	luo
Medruok mar liet biro bedo 28 - 36 ° C.	Medruok_O mar_O liet_O biro_O bedo_O 28_O -_O 36_O °_O C._O	luo
KAKA KAMBO KETHORE - Chal pod ber ne dongruok mar mzabibu e alworano .	KAKA_O KAMBO_O KETHORE_O -_O Chal_O pod_O ber_O ne_O dongruok_O mar_O mzabibu_O e_O alworano_O ._O	luo
NENRUOK	NENRUOK_O	luo
E KINDEGI ...	E_O KINDEGI_O ..._O	luo
Medruok mar liet biro bedo 28 - 36 ° C.	Medruok_O mar_O liet_O biro_O bedo_O 28_O -_O 36_O °_O C._O	luo
E OTIENO kawuono ...	E_O OTIENO_O kawuono_O ..._O	luo
Polo biro pong 'gi boche e yor nyandwat mar India , kendo koth biro chwe matin .	Polo_O biro_O pong_O 'gi_O boche_O e_O yor_O nyandwat_O mar_O India_B-LOC ,_O kendo_O koth_O biro_O chwe_O matin_O ._O	luo
Piny liet 68 - 76F ( 20 - 24C )	Piny_O liet_O 68_O -_O 76F_O (_O 20_O -_O 24C_O )_O	luo
Kiny - kiny ...	Kiny_O -_O kiny_O ..._O	luo
Lokruok moro matin kuom kaka koth ne dhi bedo kawuono .	Lokruok_O moro_O matin_B-PER kuom_O kaka_O koth_O ne_O dhi_O bedo_O kawuono_O ._O	luo
NGIMAWA KAKA JOKRISTO Par ane wachni .	NGIMAWA_O KAKA_O JOKRISTO_O Par_O ane_O wachni_O ._O	luo
Koth mang 'eny kod mil polo ne ochwe kuonde mopogore opogore e milambo kod e dier piny India , kendo koth ne ochwe kuonde mopogore opogore e masawa chieng 'Jumapil nyaka Tich Ariyo .	Koth_O mang_O 'eny_O kod_O mil_O polo_O ne_O ochwe_O kuonde_O mopogore_O opogore_O e_O milambo_O kod_O e_O dier_O piny_O India_B-LOC ,_O kendo_O koth_O ne_O ochwe_O kuonde_O mopogore_O opogore_O e_O masawa_O chieng_O 'Jumapil_O nyaka_O Tich_O Ariyo_O ._O	luo
Piny ng 'ich ahinya .	Piny_O ng_O 'ich_O ahinya_O ._O	luo
Soko : Riwruok mar Weather Services	Soko_O :_O Riwruok_B-ORG mar_I-ORG Weather_I-ORG Services_I-ORG	luo
Washington mondo ogeng 'kony ma ne imiyo Jo - Tamil e piny Amerka - Sri Lanka .	Washington_B-LOC mondo_O ogeng_O 'kony_O ma_O ne_O imiyo_O Jo_O -_O Tamil_O e_O piny_B-LOC Amerka_I-LOC -_O Sri_B-LOC Lanka_I-LOC ._O	luo
COLOMBO 1996-08-23 weche manyien	COLOMBO_B-LOC 1996-08-23_O weche_O manyien_O	luo
Sri Lanka ne owacho chieng 'Tich Abich ni Amerka ne osesingore mar tieko gimoro amora ma ok owinjore gi chik ma ne itimo e piny Amerka e wi sirkal mar chulano .	Sri_B-LOC Lanka_I-LOC ne_O owacho_O chieng_O 'Tich_O Abich_O ni_O Amerka_B-LOC ne_O osesingore_O mar_O tieko_O gimoro_O amora_O ma_O ok_O owinjore_O gi_O chik_O ma_O ne_O itimo_O e_O piny_B-LOC Amerka_I-LOC e_O wi_O sirkal_O mar_O chulano_O ._O	luo
Migawo mar weche piny Sri Lanka nowacho kama : " Sirkal mar Amerka kecho chal matek ma Sri Lanka sani oromogo . "	Migawo_O mar_O weche_O piny_O Sri_O Lanka_O nowacho_O kama_O :_O "_O Sirkal_O mar_O Amerka_B-LOC kecho_O chal_O matek_O ma_O Sri_B-LOC Lanka_I-LOC sani_O oromogo_O ._O "_O	luo
Wachno nowacho ni sirkal mar Amerka " biro timo duto madwarore kaluwore gi chike manie pinyno mondo ogeng 'tiyo gi lowo mar Amerka e timo timbe mahundu ne sirkand sirkal mar Sri Lanka . "	Wachno_O nowacho_O ni_O sirkal_O mar_O Amerka_B-LOC "_O biro_O timo_O duto_O madwarore_O kaluwore_O gi_O chike_O manie_O pinyno_O mondo_O ogeng_O 'tiyo_O gi_O lowo_O mar_O Amerka_O e_O timo_O timbe_O mahundu_O ne_O sirkand_O sirkal_O mar_O Sri_B-LOC Lanka_I-LOC ._O "_O	luo
Nowacho ni jal matayo weche mag kedo gi timbe mahundu e piny Amerka , Philip Wilcox , ne onyiso kaka Washington riwo sirkal lwedo kane olimo Colombo e jumani .	Nowacho_O ni_O jal_O matayo_O weche_O mag_O kedo_O gi_O timbe_O mahundu_O e_O piny_B-ORG Amerka_I-ORG ,_O Philip_B-PER Wilcox_I-PER ,_O ne_O onyiso_O kaka_O Washington_B-LOC riwo_O sirkal_O lwedo_O kane_O olimo_O Colombo_B-LOC e_O jumani_O ._O	luo
Colombo wacho ni oparo ni jo ng 'anjo mag Tamil , ma kedo kuom higini 13 mondo gibed thuolo kuom loch mar sirkal , chiwo pesa ne tijegi mag lweny kokalo kuom pesa ma giyudo kuom Jo Sri Lanka modak e pinje mag Ulaya kaka Amerka .	Colombo_B-LOC wacho_O ni_O oparo_O ni_O jo_O ng_O 'anjo_O mag_O Tamil_O ,_O ma_O kedo_O kuom_O higini_O 13_O mondo_O gibed_O thuolo_O kuom_O loch_O mar_O sirkal_O ,_O chiwo_O pesa_O ne_O tijegi_O mag_O lweny_O kokalo_O kuom_O pesa_O ma_O giyudo_O kuom_O Jo_O Sri_O Lanka_O modak_O e_O pinje_O mag_O Ulaya_O kaka_O Amerka_B-LOC ._O	luo
Jo ofis ma Amerka nooro e dala mar Colombo ok ne nyal yudo weche e wi wachno gie sani .	Jo_O ofis_O ma_O Amerka_B-LOC nooro_O e_O dala_O mar_O Colombo_B-LOC ok_O ne_O nyal_O yudo_O weche_O e_O wi_O wachno_O gie_O sani_O ._O	luo
Colombo wacho ni ji mokalo 50,000 osenegi e lweny mosebedoe e kind jolweny mag sirkal kod jolweny mag Liberation Tigers of Tamil Eelam e alwora ma masawa gi ma ugwe mar chulano .	Colombo_B-LOC wacho_O ni_O ji_O mokalo_O 50,000_O osenegi_O e_O lweny_O mosebedoe_O e_O kind_O jolweny_O mag_O sirkal_O kod_O jolweny_O mag_O Liberation_B-ORG Tigers_I-ORG of_I-ORG Tamil_I-ORG Eelam_I-ORG e_O alwora_O ma_O masawa_O gi_O ma_O ugwe_O mar_O chulano_O ._O	luo
Ruodh Nepal dhi e limbe mar juma achiel e piny China .	Ruodh_O Nepal_B-LOC dhi_O e_O limbe_O mar_O juma_O achiel_O e_O piny_O China_B-LOC ._O	luo
KATHMANDU 1996-08-23 weche manyien	KATHMANDU_B-LOC 1996-08-23_O weche_O manyien_O	luo
Ruoth Birendra ne owuok Nepal Tich Abich ne limbe mar juma achiel e piny China , limbe mar aboro nyaka ne okaw loch e higa 1972 , jotelo nowacho kamano .	Ruoth_O Birendra_B-PER ne_O owuok_O Nepal_B-LOC Tich_O Abich_O ne_O limbe_O mar_O juma_O achiel_O e_O piny_O China_B-LOC ,_O limbe_O mar_O aboro_O nyaka_O ne_O okaw_O loch_O e_O higa_O 1972_O ,_O jotelo_O nowacho_O kamano_O ._O	luo
Ne giwacho ni ruoth ma ochung 'ne sirkal , ma ne odhi China mogik e higa mar 1993 , ne ochan mar romo gi Ker mar China Jiang Zemin kod Premier Li Peng e limbe ma ne odhi timono .	Ne_O giwacho_O ni_O ruoth_O ma_O ochung_O 'ne_O sirkal_O ,_O ma_O ne_O odhi_O China_B-LOC mogik_O e_O higa_O mar_O 1993_O ,_O ne_O ochan_O mar_O romo_O gi_O Ker_O mar_O China_O Jiang_B-PER Zemin_I-PER kod_O Premier_O Li_B-PER Peng_I-PER e_O limbe_O ma_O ne_O odhi_O timono_O ._O	luo
Jotend migao mar weche mag oko ne ok ochiwo weche momedore kuom weche ma ruoth , ma ne odhi wuoyogo gi jatend migao mar weche oko Prakash Chandra Lohani , ne dhi wuoyoe gi jotelo mag China .	Jotend_O migao_O mar_O weche_O mag_O oko_O ne_O ok_O ochiwo_O weche_O momedore_O kuom_O weche_O ma_O ruoth_O ,_O ma_O ne_O odhi_O wuoyogo_O gi_O jatend_O migao_O mar_O weche_O oko_O Prakash_B-PER Chandra_I-PER Lohani_I-PER ,_O ne_O dhi_O wuoyoe_O gi_O jotelo_O mag_O China_O ._O	luo
Pinyruodh Himalaya , manie kind China kod India , osebedo ka temo ahinya mondo obed gi tudruok machiegni gi ogendini ariyo modak machiegni kode , kendo bedo mabor kodgi e okang 'machalre .	Pinyruodh_O Himalaya_O ,_O manie_O kind_O China_B-LOC kod_O India_B-LOC ,_O osebedo_O ka_O temo_O ahinya_O mondo_O obed_O gi_O tudruok_O machiegni_O gi_O ogendini_O ariyo_O modak_O machiegni_O kode_O ,_O kendo_O bedo_O mabor_O kodgi_O e_O okang_O 'machalre_O ._O	luo
Ruoth ma jahigini 50 ne odhi gi Ruoth ma dhako miluongo ni Aishwarya e wuoth mar dhi e dala maduong 'mar Tibet miluongo ni Lhasa .	Ruoth_O ma_O jahigini_O 50_O ne_O odhi_O gi_O Ruoth_O ma_O dhako_O miluongo_O ni_O Aishwarya_B-PER e_O wuoth_O mar_O dhi_O e_O dala_O maduong_O 'mar_O Tibet_O miluongo_O ni_O Lhasa_B-LOC ._O	luo
Ruoth biro limo dala mar Chongqing kapok ochopo e dala maduong 'mar China , Beijing , e chak juma mabiro , jotelo nowacho kamano .	Ruoth_O biro_O limo_O dala_O mar_O Chongqing_B-LOC kapok_O ochopo_O e_O dala_O maduong_O 'mar_O China_O ,_O Beijing_B-LOC ,_O e_O chak_O juma_O mabiro_O ,_O jotelo_O nowacho_O kamano_O ._O	luo
Ne omak ng 'at moro mawuok e piny Nepal nikech notueyo nyathine ma jatich e jela .	Ne_O omak_O ng_O 'at_O moro_O mawuok_O e_O piny_B-LOC Nepal_I-LOC nikech_O notueyo_O nyathine_O ma_O jatich_O e_O jela_O ._O	luo
KATHMANDU 1996-08-23 weche manyien	KATHMANDU_B-LOC 1996-08-23_O weche_O manyien_O	luo
Polise mag Nepal nowacho chieng 'Tich Abich ni ne gimako ng 'at moro ma ne omako jatich moro matin gi nyororo mondo kik oringi ka wuon tich ne ni oko .	Polise_O mag_O Nepal_O nowacho_O chieng_O 'Tich_O Abich_O ni_O ne_O gimako_O ng_O 'at_O moro_O ma_O ne_O omako_O jatich_O moro_O matin_O gi_O nyororo_O mondo_O kik_O oringi_O ka_O wuon_O tich_O ne_O ni_O oko_O ._O	luo
Jogweng 'ma Kathmandu ne oluongo polise kane gineno Dheeraj , ma ne en jatich jalno kuom dweche ochiko mokalo , kulore nikech nyororo .	Jogweng_O 'ma_O Kathmandu_B-LOC ne_O oluongo_O polise_O kane_O gineno_O Dheeraj_B-PER ,_O ma_O ne_O en_O jatich_O jalno_O kuom_O dweche_O ochiko_O mokalo_O ,_O kulore_O nikech_O nyororo_O ._O	luo
Kaluwore gi gaset miluongo ni Kathmandu Post , Munakarmi nowacho kama bang 'kane osemakgi : " Ne aluor ni ne onyalo ringo a e tich kata kwalo gigena . "	Kaluwore_O gi_O gaset_O miluongo_O ni_O Kathmandu_B-ORG Post_I-ORG ,_O Munakarmi_B-PER nowacho_O kama_O bang_O 'kane_O osemakgi_O :_O "_O Ne_O aluor_O ni_O ne_O onyalo_O ringo_O a_O e_O tich_O kata_O kwalo_O gigena_O ._O "_O	luo
Kapo ni oyud ni en gi ketho , inyalo tere e jela kuom higini adek kaluwore gi chike mag Nepal mag rito nyithindo .	Kapo_O ni_O oyud_O ni_O en_O gi_O ketho_O ,_O inyalo_O tere_O e_O jela_O kuom_O higini_O adek_O kaluwore_O gi_O chike_O mag_O Nepal_B-LOC mag_O rito_O nyithindo_O ._O	luo
WECHE MA GIYIEGO E WECHE MAMOKO E WECHE MAMOKO E WECHE MAMOKO E WECHE MAMOKO E WECHE MAMOKO E WECHE MAMOKO E WECHE MAMOKO E WECHE MAMOKO .	WECHE_O MA_O GIYIEGO_O E_O WECHE_O MAMOKO_O E_O WECHE_O MAMOKO_O E_O WECHE_O MAMOKO_O E_O WECHE_O MAMOKO_O E_O WECHE_O MAMOKO_O E_O WECHE_O MAMOKO_O E_O WECHE_O MAMOKO_O E_O WECHE_O MAMOKO_O ._O	luo
LONDON 1996 - Agost 23	LONDON_B-LOC 1996_O -_O Agost_O 23_O	luo
Jolok ohala nowacho ni , medruok ma ne dhi bedoe e ohala mag bond mag pinje mag Ulaya koda ohala ma ne dhi bedoe e ohala mag kembe , biro siko kaka en sani nyaka chak juma mabiro bang 'dok chien e ohala mag kembe ma Jerman ne ochako duoko piny e juma ma kawuononi .	Jolok_O ohala_O nowacho_O ni_O ,_O medruok_O ma_O ne_O dhi_O bedoe_O e_O ohala_O mag_O bond_O mag_O pinje_O mag_O Ulaya_O koda_O ohala_O ma_O ne_O dhi_O bedoe_O e_O ohala_O mag_O kembe_O ,_O biro_O siko_O kaka_O en_O sani_O nyaka_O chak_O juma_O mabiro_O bang_O 'dok_O chien_O e_O ohala_O mag_O kembe_O ma_O Jerman_O ne_O ochako_O duoko_O piny_O e_O juma_O ma_O kawuononi_O ._O	luo
" Chuny ma ok ni kare osedok chien ahinya .	"_O Chuny_O ma_O ok_O ni_O kare_O osedok_O chien_O ahinya_O ._O	luo
Ja ohala moro ma tiyo e bengi moro e piny Amerka miluongo ni Euromark nowacho kama : " Wageno ni yuto marwa biro dok chien .	Ja_O ohala_O moro_O ma_O tiyo_O e_O bengi_O moro_O e_O piny_B-LOC Amerka_I-LOC miluongo_O ni_O Euromark_O nowacho_O kama_O :_O "_O Wageno_O ni_O yuto_O marwa_O biro_O dok_O chien_O ._O	luo
Jal moro matimo ohala e bengi moro e piny Japan nowacho ni okenge ma ne okethore e Euromark koro nochopo 14.00 e dwe mar Septemba , 16.75 e dwe mar Desemba , 19.50 e dwe mar Mach kod 21.25 e dwe mar Jun.	Jal_O moro_O matimo_O ohala_O e_O bengi_O moro_O e_O piny_O Japan_O nowacho_O ni_O okenge_O ma_O ne_O okethore_O e_O Euromark_O koro_O nochopo_O 14.00_O e_O dwe_O mar_O Septemba_O ,_O 16.75_O e_O dwe_O mar_O Desemba_O ,_O 19.50_O e_O dwe_O mar_O Mach_O kod_O 21.25_O e_O dwe_O mar_O Jun._O	luo
Nowacho ni mano ne en kwan mamalo kopim gi kwan ma ne en - go e chuny juma kane pok odwok chien osara , ma ne en 18.50 e dwe mar Septemba , 20.00 e dwe mar Desemba , 22.00 e dwe mar Mach kod 23.5 e dwe mar Jun.	Nowacho_O ni_O mano_O ne_O en_O kwan_O mamalo_O kopim_O gi_O kwan_O ma_O ne_O en_O -_O go_O e_O chuny_O juma_O kane_O pok_O odwok_O chien_O osara_O ,_O ma_O ne_O en_O 18.50_O e_O dwe_O mar_O Septemba_O ,_O 20.00_O e_O dwe_O mar_O Desemba_O ,_O 22.00_O e_O dwe_O mar_O Mach_O kod_O 23.5_O e_O dwe_O mar_O Jun._O	luo
E 1347 GMT , gik mabiro timore e dwe mar Desemba e Euromark ne itimo gi nengo mar 96.78 , ma en medruok mar points ariyo e odiechieng 'no .	E_O 1347_O GMT_O ,_O gik_O mabiro_O timore_O e_O dwe_O mar_O Desemba_O e_O Euromark_O ne_O itimo_O gi_O nengo_O mar_O 96.78_O ,_O ma_O en_O medruok_O mar_O points_O ariyo_O e_O odiechieng_O 'no_O ._O	luo
Nowacho ni nyalo bedo ni ohala ma ne nitie e dwe mar Jun ne ng 'eny mokalo tong ' , to mano ne nyalo miyo ohala obed maber e okang 'ma entie sani .	Nowacho_O ni_O nyalo_O bedo_O ni_O ohala_O ma_O ne_O nitie_O e_O dwe_O mar_O Jun_O ne_O ng_O 'eny_O mokalo_O tong_O '_O ,_O to_O mano_O ne_O nyalo_O miyo_O ohala_O obed_O maber_O e_O okang_O 'ma_O entie_O sani_O ._O	luo
Nowacho ni gik ma ng 'eny kod ma tin biro bedo maber bang 'ng 'ado osuru nikech mano biro miyo osuru odong 'piny e kinde ma ng 'ato nigi pesa matin .	Nowacho_O ni_O gik_O ma_O ng_O 'eny_O kod_O ma_O tin_O biro_O bedo_O maber_O bang_O 'ng_O 'ado_O osuru_O nikech_O mano_O biro_O miyo_O osuru_O odong_O 'piny_O e_O kinde_O ma_O ng_O 'ato_O nigi_O pesa_O matin_O ._O	luo
Duoko chien mar pasent 3.00 mar repo mar Bundesbank , kowuok e pasent 3.30 , nokawo ohelni gi wuoro .	Duoko_O chien_O mar_O pasent_O 3.00_O mar_O repo_O mar_O Bundesbank_B-ORG ,_O kowuok_O e_O pasent_O 3.30_O ,_O nokawo_O ohelni_O gi_O wuoro_O ._O	luo
Nowacho kama : " Lokruok ma timore kuom kinde malach nyalo kelo lokruoge moko - lokruok ma timore kuom kinde malach moloyo ma timore kuom kinde machuok nikech gik ma ji ne geno ni biro timore oserumo kendo sani nyalo bedo ni ji biro uso gik moko ma ne okor kuom kinde machuok kae to ging 'iewo gik ma ne okor kuom kinde malach . "	Nowacho_O kama_O :_O "_O Lokruok_O ma_O timore_O kuom_O kinde_O malach_O nyalo_O kelo_O lokruoge_O moko_O -_O lokruok_O ma_O timore_O kuom_O kinde_O malach_O moloyo_O ma_O timore_O kuom_O kinde_O machuok_O nikech_O gik_O ma_O ji_O ne_O geno_O ni_O biro_O timore_O oserumo_O kendo_O sani_O nyalo_O bedo_O ni_O ji_O biro_O uso_O gik_O moko_O ma_O ne_O okor_O kuom_O kinde_O machuok_O kae_O to_O ging_O 'iewo_O gik_O ma_O ne_O okor_O kuom_O kinde_O malach_O ._O "_O	luo
" Kethruok ma osetimore kuom kinde malach osebedo matin e higani , omiyo podi en e okang 'ma ok ong 'ere ahinya .	"_O Kethruok_O ma_O osetimore_O kuom_O kinde_O malach_O osebedo_O matin_O e_O higani_O ,_O omiyo_O podi_O en_O e_O okang_O 'ma_O ok_O ong_O 'ere_O ahinya_O ._O	luo
" Ok en okang 'manyalo kelo hinyruok ka ng 'ato oloko chunye . Ok ibi lalo gik mang 'eny kendo inyalo yudo mang 'eny . "	"_O Ok_O en_O okang_O 'manyalo_O kelo_O hinyruok_O ka_O ng_O 'ato_O oloko_O chunye_O ._O Ok_O ibi_O lalo_O gik_O mang_O 'eny_O kendo_O inyalo_O yudo_O mang_O 'eny_O ._O "_O	luo
Nowacho ni pek mag gik matimore e piny biro siko ka medore nyaka chop kinde ma ohala biro nono kendo chal mar gik matimore bang 'giko juma ma rabora e piny Ingresa .	Nowacho_O ni_O pek_O mag_O gik_O matimore_O e_O piny_O biro_O siko_O ka_O medore_O nyaka_O chop_O kinde_O ma_O ohala_O biro_O nono_O kendo_O chal_O mar_O gik_O matimore_O bang_O 'giko_O juma_O ma_O rabora_O e_O piny_B-LOC Ingresa_I-LOC ._O	luo
