premise	hypothesis	output	language
AICPA standards and GAGAS require auditors to prepare and maintain audit documentation .	Auditors must maintain audit documentation .	entailment	en
"What shall we do ? """	What should we do ?	entailment	en
Instead they died in pools of blood .	They died in pools of blood .	entailment	en
the 7.5 % surcharge on payments to DCs that go into a common pool to be used	The surcharge on the payments will go into a pool .	entailment	en
yeah that 's pretty interesting because just just because you know a subject matter doesn 't mean you can teach it	Knowing about something and teaching something are two different things .	entailment	en
Wolfe doesn 't see himself as primarily a satirist .	He isn 't entirely a satirist , according to himself .	entailment	en
Jordan warned , some abused women will conclude that they will not be treated fairly if they seek refuge in the courts .	Some women are worried about not being treated fairly .	entailment	en
The railroad retirement program is partly financed by an annual financial interchange that takes place between the Railroad Social Security Equivalent Benefit Account ( a trust fund ) and the trust funds for old-age and survivors insurance , disability insurance , and hospital insurance ( OASDHI ) .	The Railroad Security Equivalent Benefit finances a portion of railroad retirees , which includes different types of insurance .	entailment	en
I want to speak to you . She obeyed .	She agreed to have a conversation .	entailment	en
no they haven 't	They have not done it .	entailment	en
Techniques for Improving FGD System Performance to Achieve Ultra-High SO2 Removal Efficiencies , In the Proceedings of the U.S.	FGD system performance can be improved .	entailment	en
To determine the best sequence for screening , the approach recommended by NIAAA for primary care should be compared with other sequences .	The approach for primary care should be compared with other sequences .	entailment	en
Ask of Don Reese , of Senor Kells .	Ask about Don Reese .	entailment	en
The Place du G ? ? n ? ? ral de Gaulle ( also known as the Grand ' Place ) is in the heart of Vieux Lille , a district of cobbled streets , shops , restaurants , cafe , and an assortment of architecture ranging from the beautiful 17th-century Vieille Bourse ( Old Exchange ) to the 20th-century Nouvelle Bourse and Op ? ? ra .	Vieux Lille is home to shops , cobbled streets and different kinds of architecture .	entailment	en
Captain Bayliss . It was acknowledgment rather than a greeting , delivered in a cool tone .	Captain Bayliss had a cool tone .	entailment	en
Once frequented by royalty , it was converted into a hotel in 1995 .	It became a hotel in 1995 .	entailment	en
Ammeter splashing merry Oligocene eggs	They were happy eggs .	entailment	en
The Edinburgh Crystal Factory has guided tours that show every aspect of the production of cut lead glassware .	The tours of the factory display all the deals of production .	entailment	en
But the museum 's greatest treasures are undoubtedly the dukes ' tombs in the Salle des Gardes ' brought here from the Charter ? ­ house of Champmol , which was destroyed during the Rev ? ­ o ? ­ lu ? ­ tion .	There are tombs inside the museum , transferred from a previous location .	entailment	en
Juan Gonzalez yeah he looks to be a a up and coming uh performer	Juan Gonzalez seems to be an up and coming performer .	entailment	en
Actor Charlie Sheen 's latest accessory is an electronic monitoring device , and he was ordered by a Malibu court to enter drug treatment , according to the Associated Press .	Charlie Sheen appeared before a Malibu court for a drug related case .	entailment	en
They say top decision-makers will be too far from the individuals and non-profit agencies that rely on the office for help .	Individuals and top decision makers will be too far apart .	entailment	en
parts of the system if if it were to be jettisoned lower you know before it got up that high	Parts of the system , if it were ejected lower .	entailment	en
Thanks to the duty-free situation , prices in Hong Kong are lower than they are in some other places .	The duty-free situation means that Hong Kong has some of the cheaper prices .	entailment	en
But more important changes are just around the corner .	Changes of the upmost importance are coming .	entailment	en
True to the Cirque tradition , there are no animals , just 75 skilled performers .	There are no animals in Cirque shows .	entailment	en
An important element of the overall control technology implementation is the time needed to connect , or hook up , the control technology equipment to the combustion unit .	The time needed to connect control technology to a unit is an important element .	entailment	en
Each day , GAO issues a list of newly available reports and testimony .	Daily testimony is available from the GAO .	entailment	en
At the other extreme , there are many forms of hippie jewelry from anklets in metal or leather and navel studs , to finger and toe rings .	Hippie jewelry include metal or leather anklets , navel studs , and body part rings .	entailment	en
The prize for the competition winner was a gold medal along with world fame .	The person who won the competition had the chance to be famous around the world .	entailment	en
We will settle for nothing less than a world-class delivery system .	We want nothing worse than a world-class delivery system .	entailment	en
If Verner , Liipfert 's lawyers are good--and they are at least well connected--they will strike a better bargain for their clients than the clients would otherwise have got .	If Liipferst 's lawyers are so good , they will get their clients a good deal .	entailment	en
It 's essential that here of all places you have a good guide to bring the site and epic story to life .	You need a good guide to bring this place to life .	entailment	en
Down the Hatch	"The food began above the "" hatch . """	entailment	en
i 've got two and it is hard to find day care for them	It 's difficult to find day care for both of them .	entailment	en
What the hell ?	What the heck ?	entailment	en
During excavations , a cache of 17,000 items dating from the Roman era was found .	Roman period artifacts were discovered through excavations .	entailment	en
Fourteen , gov 'nor , replied the other hoarsely .	"The other stated , "" Fourteen , gov 'nor , "" in a hoarse voice ."	entailment	en
Hoiles is a big slab of a man , now 33 , a veteran but not a star .	33 year old veteran , Hoiles , is a big man .	entailment	en
and nobody even cares or nobody seems to care	People do not give the impression that they are bothered .	entailment	en
he has a terrible weight problem	He has trouble with his weight .	entailment	en
Soups ( corba )	Soups are called Corba .	entailment	en
you know down in North Carolina there was a big controversy for a while because the uh the local chapter of the KKK wanted to uh	There was a problem in North Carolina with the local KKK chapter .	entailment	en
Highlights	Highlights	entailment	en
There are several very well known parallels .	Multiple parallels are known by many .	entailment	en
trade in but it 's a place in Arlington and i think maybe as you get outside the Dallas area i kind of i bet you it 's kind of what i decided well maybe because it 's outside of Dallas they are giving a little bit better	They probably give better prices outside of Dallas .	entailment	en
yeah no i d rive from the campground	I take the route from the campground .	entailment	en
( They may not even be good tools for buying day care .	It could be they aren 't even good tools for buying day care .	entailment	en
This was the most interesting part of the event .	This was the best part of the event .	entailment	en
Guadeloupe 's huge Natural Park has trails laid out through the tropical forest , up to major waterfalls , and on to the crater of La Soufriyre .	There are many nature trails in Natural Park .	entailment	en
I have a little cockpit that 's built in my den .	There is a small cockpit in my den .	entailment	en
"Look here , Red , did you take it for an animal pet you 've got ? """	Red , did you mistake it for a pet ?	entailment	en
"Look here . "" Together they bent over the list ."	They both looked over the list .	entailment	en
"Come on , we 'd better take a taxi . """	We should catch a cab , let 's go .	entailment	en
In politics , the yang predominates .	You can 't get what you want from politicians - especially the yang .	entailment	en
A piece profiles Manhattan 's real-estate barons .	A piece gives a description of Manhattan 's real-estate owners .	entailment	en
Other producers in Scotland are Stuart Crystal and Caithness Glass , both of which have beautiful patterns and a wide range of goods .	Stuart Crystal and Caithness Glass are two other manufacturers in Scotland , sporting a wide array of goods .	entailment	en
From the top rows of seats you can enjoy a grand view of the Arcadian Way , the city 's col ? ίnnaded main street , once lined with fine statues , and lit by oil lamps at night .	Oil lamps light up the street at night along the main street .	entailment	en
Excellent , I grinned .	I thought it was excellent .	entailment	en
More recently , Sisler ( 1996 ) created a unitless measure of visibility based directly on the degree of measured light absorption called the deciview .	In 1996 Sisler created the deciview which is a means of measuring light absorption .	entailment	en
Buy utilities , bottom feed on mutual funds that invested in the Southeast Asian markets and got slammed , try real estate investment funds , and seek stability in U.S. bonds .	You should seek stability with US bonds .	entailment	en
A new sense of identity enveloped Greek peoples throughout the Aegean , thus commencing a movement to expand Greece and unify the disparate Orthodox populations .	Greek peoples felt a new sense of identity so they began a movement to unify the population .	entailment	en
They waded across the stream , sliding their feet across the bedrock to avoid the spikes that had hobbled their horses the night before .	They were careful while leading the animals across the waters .	entailment	en
EXECUTORY COST - Those costs such as insurance , maintenance , and taxes incurred for leased property , whether paid by the lessor or lessee .	Executory cost is the cost of insurance , maintenance , taxes paid for leaser	entailment	en
Their ventures into social topics focus on alcohol , drugs , domestic violence , adultery , divorce , illegitimacy , crime , and urban decay .	Their topics cover issues related to human relationships .	entailment	en
both i think it 's it 's a matter of both um economics economics has a lot to do with it unfortunately but uh i think a lot of choice has gone into it lately and and most of them or or a lot of women i know would rather	I think that it is true that both are relevant to the situation .	entailment	en
The boats may appear deceptively primitive , but many of them have their own electric generators and all the modern conveniences .	The boats actually have modern conveniences and electric generators despite their appearance .	entailment	en
Jon wondered if the northern boy would be the first to fall .	Jon thought the boy might fall first .	entailment	en
Three things you will need if you are a 110-year-old black writer intent on composing your autobiography on a manual typewriter in an outdoor location where New York police officers may happen to walk by .	Some people use manual typewriters to write with .	entailment	en
'Eat Your Liver ' was the program , and the problem was that , according to Sir John , ' It tastes yucky .	Sir John said liver tastes bad .	entailment	en
Intrinsic to the development of the Program Letter , was the input we solicited on exemplary systems from individuals and organizations with special knowledge or experience about the topic .	The Program Letter is developed using help from individuals and organizations .	entailment	en
Instead , as with abortion , the panelists praised the new techniques for solving the old questions .	New techniques solved the old questions .	entailment	en
so see it 's really strange	It 's really weird	entailment	en
Denderah also has excellent ceiling detail , depicting goddess Nut on her journey across the sky , though they have been blackened by the fires of Coptic Christians and Arabs who later made the temple their home .	Denderah became the home to Christians and Arabs and their fires ruined the ceilings .	entailment	en
The MacAlpin Kings	The MacAlpin rulers	entailment	en
Truth in India , even more than beauty , is in the eye of the beholder .	Truth is in the eye of the beholder .	entailment	en
Performances are staged between October and May .	Performances occur between October and May .	entailment	en
The 700-year-old Fondaco dei Turchi was a warehouse for the merchants of Constantinople , now the Natural History Museum .	The Fondaco dei Turchi was built as a warehouse 700 years ago , but is now the Natural History Museum .	entailment	en
True , there is no formal guarantee .	There is no proper assurance .	entailment	en
Anything else ?	The question asks if there is anything else .	entailment	en
In one picture , Randall is flat on his back , with the infant next to him and the toddler on his chest .	Randall is laying next to his kids .	entailment	en
Postal Service Productivity and Its Measurement , Staff Study of the Postal Rate Commission , May 9 , 1990 .	Postal Service Productivity and Its Measurement , is a Staff Study of the Postal Rate Commission in May 9 , 1990 .	entailment	en
It quivered in the ground .	It was quivering on the ground .	entailment	en
um i 've got a uh small distributorship uh i uh	I don 't have a large distributorship .	entailment	en
Kids with well-educated , emotionally stable mothers and secure economic circumstances tend to do fine , whether their mothers work or not .	Whether their mothers work or not , kids with secure economic circumstances and emotionally stable mothers tend to do fine .	entailment	en
oh yeah yeah i i could really see t hat uh so yeah they 'll just have to find other means of uh relaxing and	They have to relax .	entailment	en
The most egregious example was Shuman 's statement that Sun 's plan to make Java faster is to make Java into an operating system .	Shuman states that Sun 's plan to make java into an operating system in order to make it faster .	entailment	en
We remember the Marshall Plan because Truman had follow- He knew that stories did not end with a White House-lawn signing ceremony , and he fought for half a decade to breathe life ( and money ) into the Marshall Plan so that it would make a difference .	Truman showed commitment to the Marshall Plan over half a decade .	entailment	en
I 'm 81 , she said , adding that she never owned a quilting company , never worked for one and never told a loan agent she did .	At 81 she never owned a quilting company nor did she work for one	entailment	en
The war was brutal and bloody , and both sides committed atrocities .	Both sides in the war committed horrible acts and it was terrible .	entailment	en
Increasing estimates of software size should alert the auditor that the project 's schedule and expected cost may be underestimated .	The expected cost may be underestimated if the software size estimates increase .	entailment	en
and she 's just great in fact uh she 's all upset because Galen is going to go to kindergarten next fall and she says this is it you know i 'm not going to have her anymore and i said oh no don 't count on that after noon classes she 's going to be here because she 's going to morning kindergarten so	The woman is mad because Galen is heading to kindergarten this coming fall .	entailment	en
Similarly , if more slowly , the term miracle has evolved from sacred mystery to a substitute for mayonnaise .	The term miracle has lost its true meaning lately .	entailment	en
What is it ? asked San 'doro poking it with his knife .	As San 'doro poked it with his knife he asked what it was .	entailment	en
But eight months after Madrid had authorized home rule for Puerto Rico , American troops arrived to take it away .	American troops took control of Puerto Rico soon after Spain gave it up .	entailment	en
By nightfall , when thousands of commuters flee to the suburbs and the streets are deserted save for a few homeless begging for change it 's best to drive or take a cab .	The streets are mostly empty except for beggars at night .	entailment	en
into the Oval Office .	Into the US President 's official office .	entailment	en
yeah flowers during the summer down here the the normal kind of flowers there 's very few of them that 'll really do well everything does real well here in the spring until about oh first part of June and then the real the heat sets in	Most flowers down here do really well in the springtime .	entailment	en
Visibility improvement would be anticipated over large areas including national parks and wilderness areas and recovery of many freshwater and coastal ecosystems would be likely .	Improvement in visibility and aquatic ecosystems are the intended outcomes .	entailment	en
Until gas costs more , consumers won 't pay the premium for enviro-friendly vehicles .	Consumers will not pay extra for economy cars unless gas prices go up .	entailment	en
The Gandhara Room displays the earliest sculptures representing Buddha in human form ( first century a.d. ) .	Sculptures from the first century a.d. are on displayed at the Gandhara Room .	entailment	en
Ca 'daan did not know the world .	Ca 'daan didn 't know what was in the world .	entailment	en
He was evading a question about Universal 's troubled Pig in the City . He 's under oath .	He was avoiding a question about Pig in the City .	entailment	en
Indiana differs from many other states in that the Indiana planners have made considerable progress in the last few years beyond the reconfiguration of the LSC funded programs but , unlike other states , Indiana does not have a formal State Planning body .	Other states tend to have formal planning bodies , whereas Indiana does not .	entailment	en
This not only produces better managers , it also helps break down functional barriers that can affect productivity and impede improvement efforts .	it helps break down functional barriers that can affect productivity and impede improvement efforts .	entailment	en
American hawks have complained for weeks that Clinton underestimated Milosevic 's rigidity .	Hawks complained for weeks about Clinton 's underestimation .	entailment	en
Migrants from Africa stop to rest in the Balearics , and some stay for the summer .	African migrants who rest in the Balearics sometimes stay for summer .	entailment	en
Even the terrible 1923 Tokyo earthquake , which cost over 100,000 lives and billions of dollars , provided another stimulus due to the construction boom that followed .	The Tokyo earthquake of 1923 led to a construction boom that provided economic stimulus .	entailment	en
legal authority allowing GAO to undertake work on its own initiative that is intended to support the Congress ( research and development work ) .	GAO 's ability to take on work on its initiative requires legal authorization .	entailment	en
These distribution keys appear to reasonably reflect the distribution of inbound of mail , subject to the caveats above .	The distribution of inbound mail is reflected by these distribution keys .	entailment	en
It is open to the public with audio guides ( in various languages ) available at the entrance .	Audio guides are available in numerous languages , it is also open to the public .	entailment	en
What do you know about Jane Finn ?	Do you know anything about Jane Finn ?	entailment	en
Waiting for the first Spanish governor to arrive put a huge strain on the disillusioned society .	The society was suffering from a degree of disillusionment .	entailment	en
uh-huh oh i liked Platoon it was all right but i didn 't see Wall Street	I didn 't see Wall Street but I saw Platoon and it was okay .	entailment	en
How much better , then--so much cleaner and more satisfying--is the Republican solution .	The Republic solution is hands down the better solution .	entailment	en
We could easily follow along in that vein , in our less perfect versions , and so can Miss America , in her sweet one ; but what 's truly groundbreaking nowadays is to stroll on the sand or romp in the waves in a full-length dress .	Miss America is able to look flawless on stage	entailment	en
it just seems like the weather around here goes so quickly from being Winter to you know muggy and hot and it 's just you never really have like nice cool sixty five or seventy degree weather with sunshine you know and i really miss that i 'm from Chicago originally and i miss some miss seasons that you know that we used to get up there that you just don 't have down here	The weather here seems to jump abruptly from Winter to hot Summer .	entailment	en
RECOGNITION ( OR RECOGNIZE ) - The term recognition , as used in this Statement , bears the same meaning as used by the Financial Accounting Standards Board in its conceptual statements .	"For our purposes , the definition of the word "" recognition "" as understood by the Financial Accounting Standards Board , is what is meant whenever the term appears in this statement"	entailment	en
Luu and her colleagues work at a toll-free hotline , the Asian Language Legal Intake Project .	They work on a hotline to assist Asian linguists with their legal troubles	entailment	en
PointCast has succeeded so far with a mass-market approach--relatively few news sources , sorted into relatively few buckets .	The mass-market approach was successful for PointCast .	entailment	en
different computational problems .	Various problems regarding computation .	entailment	en
One leads through the fertile lands of the Nile Delta , past fields of cotton , rice , and numerous fruits and vegetables .	It goes through the luscious lands of the Nile Delta with fields of cotton , rice and fruits .	entailment	en
A February 2000 Site Visit Report on Passaic Legal Aid by LSC , LSNJ and the state Office of Legal Services supports that view .	The report supported the view .	entailment	en
In 1566 , they wrested Chios from the Genoese , bolstering their hold on the eastern Aegean Islands , but the Cyclades remained in Venetian hands for another generation or more Tinos was the last to fall in 1715 .	Cyclades remained in Venetian hands until at least 1715 .	entailment	en
There are also scores of Celtic croses .	There are many Celtic crosses .	entailment	en
Further up Boulevard Saint-Michel , away from the river , is the large Jardin du Luxembourg .	The Jardin du Luxembourg can be found on the Boulevard Saint-Michel .	entailment	en
Newspapers , on the other hand , have the advantage of charging lower prices .	Newspapers can charge significantly lower prices .	entailment	en
So I felt almost happy about it until just outside London .	It wasn 't until I was just outside London that my happiness faded .	entailment	en
The political spin is that Bauer will be the Pat Buchanan of 2000 : He lacks experience in elected office and is too conservative for most voters ( he plans to make anti-abortion legislation a cornerstone of his campaign ) , but he will have plenty of diehard donors , volunteers , and caucus-goers from the religious right .	Bauer will be the Pat Buchanan of 2000 .	entailment	en
Cherpitel has analyzed the sensitivity of each of the RAPS4 questions and sequenced them from most to least sensitive for most efficient use .	RAPS4 are sequenced by sensitivity .	entailment	en
That means for example , You can 't pay your son $ 10,000 for a car that is worth $ 2000 , said Lee Richardson , a Louisville attorney specializing in elder law .	Elder law would prevent you from overpaying your son for a vehicle that is worth significantly lower than you are paying for it .	entailment	en
I can 't in good conscience argue that you shouldn 't field a team .	I don 't feel right telling you not to field a team .	entailment	en
In such cases , the draft report will be available for review only at a meeting with GAO staff .	Sometimes a draft report is only available at the meeting with GAO staff .	entailment	en
The source of balances for some trust revolving funds may not be predominantly exchange revenue .	The source of balances for some trust revolving funds might not be mainly exchange revenue .	entailment	en
Leather goods have been extremely good value in Greece for many years .	Greece offers leather goods at a fair value .	entailment	en
The people are as varied as their landscape , but don 't let anyone tell you the French national cliche is a myth .	Although the people come in many forms , the French national cliche is true .	entailment	en
I am an attractive single woman , and he has spent a fair amount of time getting to know me and taking me to nice dinners , dancing , etc .	I am a very good looking single woman .	entailment	en
Always I hear that name .	I have heard that name many times .	entailment	en
One of the realities of corporations , after all , is that they 're somewhat isolated from local concerns .	Corporations are somewhat isolated from local concerns , and that is one of their realities .	entailment	en
At Vallauris the ceramics and pottery industry was revived almost single-handedly by Picasso , who worked there after World War II .	Picasso worked at Vallauris after World War II and helped revive the ceramics and pottery industry .	entailment	en
From this rocky hill you look back on the entire panorama of medieval Sevila .	You can see the entire panorama of medieval Sevilla from this rocky hill .	entailment	en
He had asked the man for help a few days earlier and , if the merchant was right , had nearly died for it .	The had asked for assistance .	entailment	en
There she pondered for some moments , a telegraph form in her hand .	She pondered while holding a telegraph form in her hand .	entailment	en
If some form of government proves necessary , they prefer the local town hall to the parliament in Rome .	local town halls are chosen over parliament in Rome if governance is needed .	entailment	en
Cabourg is the most stately of the old Channel resorts .	There are several resorts along the Channel .	entailment	en
i think we did that 's good i didn 't think we could go too far on this privacy thing but uh	It 's good that we did that , the privacy thing is under control as wel .	entailment	en
Isn 't it inconsistent to prefer both a well-informed electorate and an ignorant jury ?	Some people like when the electorate is stupid .	entailment	en
GPRA calls for phased implementation so that selected pilot projects in the agencies can develop experience from implementing GPRA requirements in fiscal years 1994 through 1996 before implementation is required for all agencies .	GPRA is urging to implement by phases , which will help pilot projects in gaining experience .	entailment	en
See appendix II for a detailed description of the long-term modeling methodology .	Appendix II contains a detailed description of the long-term modeling methodology .	entailment	en
instead of being able to get home at two thirty yeah because he was always around with a crowd of kids and he just really missed being able to be by himself and having some peace and quiet or you know	He wishes he could get some down time away from everyone .	entailment	en
okay um well the first thing uh what do you think you would offer as far as uh uh information about selecting a school	What can you tell me about selecting a school ?	entailment	en
"I should never have thought of that . """	I should have never entertained that thought .	entailment	en
Only when Hanson looked over toward the ground was he fully conscious of the speed they were making .	Hanson only realized how fast they were traveling when he looked at the ground .	entailment	en
The subareas are then ranked on the criteria of increasing unit costs .	The areas are ranked by the cost of the units .	entailment	en
yeah that 's that 's kind of strange that we got the same call	It 's weird we got the same call .	entailment	en
Furthermore , environmental monitoring networks tracked important environmental improvements - - acid deposition was reduced by up to 30 percent in certain areas of the country .	Environmental monitoring networks tracked important environmental enhancements .	entailment	en
It is weird , inexplicably weird , to see her in the flesh .	It is so strange to see her in real life .	entailment	en
Brain Cell	The cell of the brain variety .	entailment	en
Concurrently , legislation has been proposed in previous and current Congresses that would require simultaneous reductions of multiple emissions , and the Administration 's National Energy Policy recommends the establishment of mandatory reduction targets for emissions of three main sulfur dioxide , nitrogen oxides , and mercury .	The National Energy Policy aims to establish policy to reduce emissions of sulfur dioxide , nitrogen oxides , and mercury .	entailment	en
The Chinese Buddha statues here are notable for their variously proud , cheerful , or humble stances not to be seen in the Buddhas of Japanese temples .	The Chinese Buddha statues seen here are different than the Buddhas in Japanese temples .	entailment	en
that maybe it you know just just to really really encourage people to to do it so maybe that 's maybe that would help i 'm sure	If you encourage people to do it , that might help .	entailment	en
Linda Lund , program director , said 25 percent of lawyers with an active license volunteer .	According to Lund , under 30 % of active-license lawyers volunteer .	entailment	en
it is in order to continue to to grow and i i always think that i 'll be able to do it and then i inevitably discover that i have no innate music talent relative to composition and that i struggle and really can 't quite understand what is that other people take for granted	i 'm not very naturally talented at composing music	entailment	en
They were slow , smelled awful , and had terrible temperament but Fena Dim made quite a profit on them .	Fena Dim made a lot of money selling undesirable things .	entailment	en
It 's just a sneaking suspicion .	It 's just a hunch .	entailment	en
Although not inclusive of all such individuals and organizations , those we contacted did not identify any entirely new categories of potentially beneficial ITbased public participation applications that had not been adopted by at least one of the regulatory agencies that we examined .	Those contacted did not identify any new categories of beneficial ITbased applications .	entailment	en
yeah right and then uh they checked us like once during the middle of the summer also	In the middle of the summer there were checks performed .	entailment	en
His manner was unfortunate , I observed thoughtfully .	He had a hapless manner , I noted thoughtfully .	entailment	en
And another preoccupation was weighing on Tommy 's mind .	Tommy was completely thinking about something else .	entailment	en
The most fascinating feature , though , is the reliquary , lined with religious relics , some also rather macabre .	The most interesting thing visitors will see is the reliquary .	entailment	en
In the past there must have been intriguing opportunities to buy up Ibicenco antiques and ship them home .	Historically there have been interesting chances to purchase Ibicenco antiques and then send them home .	entailment	en
i did too and you have a good day	I hope the rest of your day is pleasant .	entailment	en
Clinton invoked grand jury secrecy , though you are always free to reveal your own testimony .	Clinton was involved with a grand jury .	entailment	en
Locals , who believed that the house was haunted by her spirit , buried her nearby so that she could be reunited with her body and rest in peace .	Locals were convinced that the house was haunted .	entailment	en
Recently amended federal confidentiality laws have prompted such schools as the University of Delaware , Indiana University , and Penn State to notify parents when students under 21 violate campus rules concerning drugs or alcohol .	Parents are to be notified when students are under 21 .	entailment	en
Hay fever was the small cost of survival .	Hay fever was insignificant compared to surviving .	entailment	en
Tanenhaus accuses Chambers of having inadvertently instigated McCarthyism , and shows us Chambers ' paranoia , his introversion , his sententiousness ( Stephen Koch , the Wall Street Journal ) . ( Also , see Slate 's mildly critical review by Ann Douglas . )	Tanehaus accuses Chambers of instigating McCarythism due to his paranoia and introversion .	entailment	en
In fact , that same opportunity is available to every other corporate manager in the industry as well , and they 're rejecting it too ( remember that discrimination must be widespread or all blacks would move to nondiscriminatory firms ) .	Corporate managers are rejecting the opportunity .	entailment	en
Maybe less .	Possibly less , or more .	entailment	en
In the end , determination conquered his pessimism .	He found his pessimism could finally be conquered .	entailment	en
What about Marlboros , handguns , and malt liquor ?	What about cigarettes , guns , and liquor ?	entailment	en
Whittington was there right enough .	Whittington was there all right .	entailment	en
Triangulation Assurance that reasons given for events properly reflect influences from many different sources	Triangulation reveals the influence of different sources on an event	entailment	en
and uh i don 't know that that 's bad or good it 's just a point that i have observed that we	I don 't know if it is good or bad .	entailment	en
Definitions will be clarified for measures to be used in 2003 for quantifying the reach of web-based legal education and pro se assistance models .	Definitions will be clarified for measures to be used in 2003 .	entailment	en
There 's a Tourist Information Centre in the main car park ( open summer only ) .	In the main car park a Tourist Information centre can be found .	entailment	en
The salinity of test solutions was 28 .	The solution had a salinity of 28 .	entailment	en
The center presents concerts , poetry readings , art exhibitions , and other cultural activities .	The center presents a lot of different types of cultural activities .	entailment	en
Regulation of Fuels and Fuel Certification Standards for Deposit Control Gasoline Additives	Fuels are regulated .	entailment	en
The analysis found an annual cost of $ 198 .	There was an annual cost of $ 198 found by the analysis .	entailment	en
The middle of the island has mountains that rise over 1,200 m ( 4,050 ft ) , separating the northern part of the island , and protecting it from the effects of development in the south .	The mountains in the middle of the island are over four thousand feet tall .	entailment	en
Even when another rift in the sky appeared with a crackling of thunder , there was no faltering on his part .	He remained unaffected when there was a crack of thunder in the sky .	entailment	en
Postal Service delivers at least 11 billion competing items .	Over 11 billion competing items are delivered by the Postal Service .	entailment	en
It 's just there .	There it is .	entailment	en
There were signs of struggle , but all the doors had been broken open from the inside .	it looked like there had been a struggle .	entailment	en
Dizengoff Circle 's bizarre multi-colour cog-wheel fountain , known as Water and Fire , has the same sort of magnetic appeal for people as London 's Piccadilly Circus .	The Water and Fire fountain has tourist appeal .	entailment	en
it 's a it 's a lot quicker and and that way it 's completely low impact here 's no jumping or you know no jarring on the knee bones	It has low impact and is much quicker and better for your knees .	entailment	en
"How 's the patient ? """	What 's the patient 's condition looking like ?	entailment	en
They grinned and closed in .	The grinned while closing in .	entailment	en
To make the geography ( if not the choice ) simpler , we 've divided the country into just five Paris and its vicinity ( known to the French as the Ile-de-France ) ; the Northeast ( Picardy , Champagne-Ardennes , Lorraine , Alsace , Burgundy , and the Jura ) ; the Northwest ( Normandy , Brittany , and the Loire Valley ) ; the Southeast ( Savoie , the Rhone Valley , Provence , the Cete d 'Azur , and Corsica ) ; and the South ? ­ west ( Berry-Limousin , P ? ? rigord , the Atlantic Coast , the Pyr ? ? ? ­ n ? ? es , and Languedoc-Roussillon ) .	France is divided into certain areas for simplicity 's sake .	entailment	en
This and the harbor , which attracts modern cruise ships , guaranteed Montego Bay a large slice of Jamaica 's tourist action .	The harbor and luxury cruisers visiting it make Montego Bay a tourists ' Mecca .	entailment	en
Polyamorists maintain their own magazine , two annual conferences , and 250 support groups .	Polyamorists have their own magazine , two yearly conferences and 250 support groups .	entailment	en
It was mid-afternoon and beads of sweat fell down Jon 's brow .	It was hot and somewhat late in the day .	entailment	en
But if there was a great political mind behind this synthesis , it was that of the candidate himself .	The candidate was a great political mind .	entailment	en
The unusual picks include Robert Smithson and Donald Judd .	Robert Smithson and Donald Judd were unconventional choices .	entailment	en
San 'doro nodded .	San 'doro nodded his head up and down .	entailment	en
It 's always wise to price items in more than one shop before deciding what and where to buy , as costs tend to vary .	It 's best practice to check the prices in multiple shops before buying so you can weigh your options .	entailment	en
The magnificent frescoes and mosaics found at Akrotiri are in Athens at present , but the remains of the buildings at the site provide ample evidence of the sophistication of the culture here .	It 's clear that the ancient culture that existed in Akrotiri was quite sophisticated .	entailment	en
yeah i rea lly enjoy it i stay pretty busy	I keep myself busy .	entailment	en
Easily accessible from the Asian mainland via Korea , Kyushu has a longer history of significant contacts with foreigners than any other part of Japan .	Able to be entered from the mainland of Asia through Korea , Kyushu has a long history of contact with foreigners .	entailment	en
By the 15th century , the whole of Anatolia and Thrace , except for Constantinople , was under the control of these Osmanli ( or Ottoman ) Turks .	Ottomans controlled the whole of Anatolia and Thrace , sans Constantinople , by the year 1500 .	entailment	en
Yahoo could theoretically offer its entire inventory of New Hampshire Republicans through Feb. 1 to the Forbes campaign at a premium price .	Yahoo 's entire inventory may be up to the Forbes campaign at a decent price .	entailment	en
Adrin glared at the bald man .	The man received a nasty look from Adrin .	entailment	en
Got some ink an ' a pen there .	The ink and pen is over there .	entailment	en
Founded on the tomb of a hermit , Saint Amadour , which was believed to have mystic curative powers , Rocamadour attracted Henry II of England and a number of French kings after him .	Rocamadour was established over the tomb of a hermit turned saint .	entailment	en
to heck with them you know the police asked me if i wanted to press charges and i said no i 'm not going to press charges i wanted the boys parents to know what had happened and i want you to go to talk to their parents and i want you know their their parents to be aware	I let the police know I thought the parents should deal with the children and I didn 't want to have them end up being charged .	entailment	en
right and do most for	Correct and do a good amount for .	entailment	en
Completed in 1972 it has achieved both , but the fertility of Egyptian farming land is now falling as it is cut off from the yearly layer of fresh nutrients brought by the flood .	Flooding used to bring nutrients to the farmlands .	entailment	en
right well you know i we 're we 're we 're trying to put money away for that too and uh um um you know you just can 't count on them being totally brilliant though though they are but you can 't count on them being totally brilliant uh so that they can get scholarships and and things like that um it 's you know	We can 't possibly expect them to be brilliant enough to secure a scholarship .	entailment	en
She 's very kind and pleasant , said Julius Thompson , 45 , an attorney at Inner City Law Center and an Uncommon Good recipient .	She is a very kind and pleasant person .	entailment	en
yeah so i don 't know i don 't think you have to to crush the other ones for them to get to take that but	It is not necessary to crush the other ones .	entailment	en
