premise	hypothesis	output	language
Ukhamakipanx, isinakamp isthapt'asiñax jiltaskiwa, ukatx kunayman isinakamp isthapt'asiñax utjarakiwa, taqi ukanakax wali askirakiwa.	Janirakiw kuna isinakas utjkiti, ukatw uka yänakax wali jila alaniraki.	contradiction	ayr
Seattle markan grunge phunchhäwix jiltaskiwa.	Janipuniw kunapachas ukxat parlir istʼirïkti.	contradiction	ayr
Nayax ukhamaruw sarnaqaskta, ukhamaruw tukuyaraktxa.	Weathehr sat jaqinakarux janiw yäqkti.	contradiction	ayr
Partidos políticos ukanakax janiw chhijllatäpkiti.	Partidos políticos ukanakax chhijllapxañapawa.	contradiction	ayr
Taqiniw jupanakax wali aytat jaqinakäpxi.	Uka chachanakat janiw maynis aski chachanakäpkänti.	contradiction	ayr
Ukampisa, inglés soldadonakax janiw kuna qullqsa apasipkataynati.	Ingalaterrankir soldadonakax walja yänakapampiw barcot mistupxi.	contradiction	ayr
Ukasti, ch 'ullqhi t 'aqanakjamänwa, yaqhip t 'aqanakasti wali suma sawuñamp k 'achachatänwa.	Isinakapas mayakïnwa.	contradiction	ayr
Severn sat markaruw nuwantäna.	Taqi chiqan thaqhäna, ukampis janiw jikxatkänti.	contradiction	ayr
Wali k 'uchikiw nayar jikxatir jutitu.	Jank 'akiw nayar uñjirix jutäna.	contradiction	ayr
¡Franc Caprar jawsthapiña!	Janiw khitis Frank Caprarux yäqañ munkiti.	contradiction	ayr
"Ukat nayax akham sista: ""Munat jilata, janiw kunäkisa jumax ch'iyar jaqïtawa, nayax arktwa kawkir janq'u waynanakatix lunthatapxitu ukaru. Ukampix sañ munta, lunthatasiñax lunthatasiñawa."	Nayax juparux saraktwa, janq 'u jaqïkasin lunthatasiñax walikïskiwa sasa.	contradiction	ayr
Crosethe Rue de Rivoli uka chiqaruw Palais-Royal sat jach 'a utax utachasïna, Richelieu tatax 1639 maranw uka utax París markan utt 'ayasïna, qalltanx Palais-Cardinal satänwa.	Palacio Real sat jach 'a utax mä obispon utapäkaspas ukham luratänwa.	contradiction	ayr
Barroco maranakan pirqanakapax jisk'a uma quta patxanakan jist 'antatänwa, cisnes sat jamach 'inakax uma jalsunak patxan thuqnaqapxirïna, alinakas quqanakan layminakapan warkuqapxirïna.	Cignes sat jamach 'inakax quqanakan layminakapan muytapxi.	contradiction	ayr
Qhiparusti, uraqix wali ch 'amanïnwa, ukat uka pachpankir calculadorax janiw uraq uñaqañatakjam luratäkänti.	Uka barcon calculadora satapax uraq uchañatak mä suma thakhi wakichi.	contradiction	ayr
Kuntix nayax lurkä ukax janiw kunäkisa.	¡Janiwa kunäkipansa!	contradiction	ayr
Walikïskiwa. Nayan mä microondas ukas utjitu, uka microondas ukax mä juk'a umaruw junt'uchiraki.	Nayan microondas ukax mä juk 'a umakiw phayasi.	contradiction	ayr
Ukampis nayax amuytwa kunatix aka markan luraski ukax janiw aliq amuyt'awikïkiti, kunatix aka markan luraski ukax janiw aliq amuyt'awikïkiti. Jupanakan amuyunakapasa, amuyunakapasa, nayan amuyunakaxat mayj mayjawa.	Nayax iyawsäwinakapampi, amuyunakapampix nayrja maranakat sipan mayj mayjarakïnwa.	contradiction	ayr
Wawaxax jilt'askakïnwa amuyatatxa janiw nayax phuchaxampi chikt'atäkti kunjämtix nayax wawanakaxampi chikt'atäkta ukhama kunalaykuti nayax kunanaktix jupanakampi lurañ munkta ukanak lurañ munirïta ukat jupanakax uk lurapxañapäna kunatix nayax jan amuykt uk lurañ munapxirïta yatxatañ munapxirïta yatxatañ munapxirïta yatxatañ munapxirïta	Nayan phuchhaxax anqar mistusin chawlla katuñ munirïna, ukat nayax amuyayäta wawanakaxan taykapamp sarnaqatap laykux janiw nayax jupanakamp chikäkti.	contradiction	ayr
Alpes de Saboya uraqinakana, ukat Mont Blanc qullu jak'anakan (Europa occidental uksanx wali jach'a qulluwa) q'uma jakañax jallupachasa jan ukax junt'u pachasa wali kusiskañawa.	Jach 'a jallupachasa, junt 'u pachasa, janiw suma jakañax utjkiti aka Europa qullu jak 'anxa.	contradiction	ayr
Jichhürut uksarux taqi kunas sumaruw tukuwayxi.	Janiw khitis kuns amuykänti.	contradiction	ayr
"Mä tuqitsti, markachirinakax sapxiwa: "" Markachirinakan qullqip juk 'amp jilxattayañatakix, qullqichäwix juk 'amp jilxattañapawa "" sasa."	Khitinakatix amuyapki kunatix qullqi apthapiñatak askïki ukax juchañchataw uñjasini, ukatsti janiw juk 'amp arsusiñatakis askïkxaniti.	contradiction	ayr
Rusia markan 1917n maran revolución pasatatxa, Unión Soviética ukax mä jach'a jan walt'awiw Japón markan seguridadapatak utjatayna, ukatx ejército-x Manchuria ukhamarak yaqha China uraqinak apnaqapxañap munäna, Rusia-n nayrar sartatapat jark'aqañataki.	Japón markan ejercitopax janiw Rusia markan unxtasïwinakapx yäqapkänti.	contradiction	ayr
, Serbia) uka gobiernox janiw kuna jan walt'awis utjkanti (jan walt'awinakax ch'axwirinakan jan walt'awinakapawa) ukatx diplomático-ruw Yugoslavia markat sarxañapatak iwxt'äna.	Serbia markax juchap uñt 'ayi ukatx juchanchatarakiwa.	contradiction	ayr
Beatty candidatox yatiqañ qalltani, siwa Huffington, jupax k 'uchirt'awinakamp sarnaqañ yatiniwa.	Beatty jilatajj sapa mayni arst 'äwiruw yäqasiñapa.	contradiction	ayr
Juyphipachax, junt'u pachanakax, piknikunakaw utjaraki, wila masinakamp chikaw k'ajllirinakax utjaraki.	Jaqinakax janiw aka uraqin manq 'apkaspati.	contradiction	ayr
Mä qawqha minutonakakix walikiw.	Mä qawqha horanakasaruw tukuyañax wakisispa.	contradiction	ayr
Jupanakax akankasipkiwa.	Janiw akankapkiti.	contradiction	ayr
¿ Janit yaqharux uka arumax ikt 'añatak qullqi churkasma, ukhamat jupax jan sarnaqaskañapatakixa?	Jaqinakax janiw uka arumax ikintañatak qullqi munapkiti.	contradiction	ayr
Jupasti wal mulljasïna.	Ukspachaw qutarux umamp jalantäna.	contradiction	ayr
Qillqatanak uñakipirinakaxa, Cyril Connolly sunday times ukan uñakipiripjamaxa, wali aski irpirinakäpxiwa.	Jilïr irpirinakakiw jan walt'awinak jan utjañapatak yanapt'asispa.	contradiction	ayr
"""Janiw kuna jach'añchäwinakas utjkituti"", sasaw Tommyx llakt'at arsüna, ""ukhamat juk'amp jisk'ar tukt'ayata""."	Tommyx juk 'amp ch 'amañchirïnwa.	contradiction	ayr
Jumatix jan wal lurätaxa, jan ukax, jacht'asïtaxa, jiwayämawa, mä anurjamaw jiwayäma - sasa.	Kuntix jupax lurki uk uñjasax jiwayañaw munasi.	contradiction	ayr
Greuze jilatax amparapampiw muyuntitu, ukat qunuñaxat waythapitu.	Greuze sat chacharakiw wayt 'itu, janiw qunuñat unxtirjamäkänti.	contradiction	ayr
Ukampirusa, janiw kuns amuyktanti kunjams uka artex jan walt'ayasiwayki ukxata.	Ukampis janiw sapkit kuna jan walinakansa uñjasipkataynati.	contradiction	ayr
Uka jan wali amuyuw WNBA ukan jan walt 'ayatañapatakix jan walt 'ayatañapatakix jan walt 'ayatañapatakix jan walt 'ayatañapatakix jan walt 'ayatañapatakix jan walt 'ayatañapatakix jan walt 'ayatañapatakix.	Taqiniw nba anatt 'asiñ muntanxa, janiw ch 'amäkaspati.	contradiction	ayr
Aka lurawinakax aknirinakawa: uñakipawinaka, uñakipawinaka, uñakipawinaka, uñakipawinaka, uñakipawinaka, uñakipawinaka, uñakipawinaka, uñakipawinaka, uñakipawinaka, uñakipawinaka.	Aka lurawinakax irnaqirinakar mutuyaña ukjamarakiwa kunalaykutix irnaqatap uñacht 'ayapxatayna.	contradiction	ayr
Ukhamarakiw uraqpachanx wali jach'a apthapiwiw utji Nestorian sarnaqawinaka Yuan dinastía uka pachanakatpacha.	Dinastía Yuan-ax janiw cruzanakar munkänti, ukat jupanakax cruzanak ninampiw phichhantapxäna.	contradiction	ayr
Jïsa, kuntix sapkitäna ukax akawa: aka jaqinakax aka chiqaruw jutapxi, irnaqatapat %20 ukha chiqaruw jakapxi, ukatsti pusi jan ukax phisqha wila masinakaw uka utan jakapxi,	100 maranak jakapxi.	contradiction	ayr
Aka medieval ciudadelax mä jach'a qarqa pataruw sayt 'asi, uka jach'a qarqax qullu patanakat khuchhuqatawa, ukatx wali k 'uchikiw uñjasi.	Janiw khiti jach 'a ch 'amanis medieval markanx utjkiti.	contradiction	ayr
Jupanakax walja yaqha chhujlla utanakampiw jikisipxaraki, ukax bloques de propiedades (o yardas) ukjamarakiwa.	Janiw kuna ch 'usa utanakas uka pirqanakanx utjkiti.	contradiction	ayr
Ukchañkamasti, mä juk'a jach'achasiñaw wakisi, ukhamat mä jach'a markaw utjañapataki, uka markanx ch'axwañax utjpan, ch'axwañax utjpan, ukat juk'a ch'axwañax utjpan.	Taqi wila masinakan jaqichasiwinakapas ch 'axwawiwa.	contradiction	ayr
¡Mayninakax parlirïsipkiwa!	Janiw khitis arsuñ munkiti.	contradiction	ayr
Ukanx judía Chicago-nkirïnwa, holocausto-nkir k 'achacht 'äwinaka aljaskäna ukhamat qullqinak apthapiñataki, uka k 'achacht 'äwinakat pinturas lurañataki (uka k 'achacht 'äwinakax sinti jan walirakïnwa).	Judy Chicago kullakax janiw kunatakis qullqi apthapirïkänti.	contradiction	ayr
Jupasti sarxarakispawa.	Jupax janiw sarañ munkiti.	contradiction	ayr
Maynïrix, 8 uru saraqataruw mä jach'a utan uñjasi.	Mä farmacia jach 'a utaruw mantawayta.	contradiction	ayr
Puerto Rico markanx arte ukanakaw jilxattaski.	Puerto Rico markanx juk 'a arte ukanakaw utji.	contradiction	ayr
¿Jumax janchiman chhuxriñchjatäñ muntati?	Jumax janiw chiqpach jaqïktati.	contradiction	ayr
Damas Masters ukax mä qawqha maranak nayrankawayki, kunapachati mä programa informático chinook sat wali ch 'aman programax mayacht 'asitayna mä corbata payïr jach 'a jugador de damas del mundo Don Lafferty jupampi.	Mä computadoraw payïr anatiriparux atipt 'i.	contradiction	ayr
Jichhax aka jan walt'awix anatäwin jan walt'awipawa, kunatix aka ñanqhachäwinakax anatäwin jan walt'awipkaspas ukham amuyasi, janiw anatäwin jan walt'awipkaspas ukham amuyaskiti.	Uka anatäwix genéticos ukankiwa.	contradiction	ayr
Mä jach 'a jan walt 'awix organismos federales ukanakaruw jan walt 'ayi cultura organizativa de resultados ukanak lurasaxa.	Agencias federales ukanakatakix mä jach'a askiw markachirinakar nayrar sartayaña.	contradiction	ayr
Dash all, evie, janiw aka palla pallanakar apkatirjamäkti kunkat k 'uchirt 'asitap layku.	Pallapallanakan nayraqataparuw irpxä, kunkat katuntasiñataki.	contradiction	ayr
Chiqpachansa, jupanakax Houstonarux atipt 'apxänwa yaqha atipt 'äwinakanxa, ukat jupanakax Serie A atipt 'apxarakïna.	"Jaqix siwa: ""Aka tamax atipt 'asiwayiwa "" sasa."	contradiction	ayr
"Ukat siwa: ""Mä qawqha jilat kullakanakampiw mayachasiñ munta, jupanakamp chik sarnaqañ munarakta, ukampis janiw ukhamäkiti"" sasa."	Jupax janiw nayan kuna lurañaxas utjkituti.	contradiction	ayr
Violencia ukat corrupción ukanakax proceso político uksanx utjaskapunïnwa.	Ch'axwañasa, jan wali sarnaqañasa janiw política uksanx utjkiti.	contradiction	ayr
Jïsa, Georgia markan ukhamänwa.	Jïsa, Californian lurasi.	contradiction	ayr
Jassie, jutam. Derry tatax nayatakix mä suma aruwa.	Derry markankirinakax pantjasipxituwa.	contradiction	ayr
K 'uchirt 'asiñakiw wakisispa, qullu patanakan k 'uchirt 'asisa, ukat k 'uchirt 'asiñakiw wakisispa.	Ch 'uxña alinakas khuchhuqatänwa. Qullunakan jakir jaqinakax qhan uñjasi.	contradiction	ayr
""" Body amour "" uka arux mä akatjamat p 'iqixan jach'a qillqanakamp phust'ayata."	Janiw kuna amuyus utjkituti.	contradiction	ayr
Awatirinakax kunjamti uywa awatirinakax irnaqapki ukax wali musparkañawa, yapuchirinakatakisti wali jach'a jach'a kankañawa, jupanakaw uywapxi, yatichapxaraki.	Awatirinakasa, yapuchirinakas janiw awatirinakar yäqapkiti.	contradiction	ayr
Ukat nayax uka sutix ist'ta, ukat uksarux kutt'anxarakta, nayax ukxat arsuskakïwa sasaw amuyawayta, Bill	Bill, niyaw ukxat parltʼaskta.	contradiction	ayr
Ukax chiqapunïskiwa, jan ukax, uh uh, mä jach'a jaqiw jupan ukar jutani, ukat jupar wayt'añatak ch'amachasini, ukhamat aljañ qalltani, jan ukax, kunanakatix jumatak askïki ukanak aljañ qalltani.	Jilïr awkinakax jisk'a wawanakarux janiw yäqapkiti.	contradiction	ayr
Nayax wali mulljataw uñjasta kunjams ABC ukax apnaqi uka tuqita yaqha arunakar jaqukipasa wawanakataki uka ch'axwawinaka	Nayax jan wali amuyataxat mayjt 'asïyätwa.	contradiction	ayr
¿ Kunapacharak mä jaqin jiwatapax, janchi kankañanïkasina, chuymani jaqïkasina yatiyatakisti, jan ukax, janchi kankañanïkasina, usuta jaqïkasina yatiyatakisti?	¿Kunapacharak jiwxätasti?	contradiction	ayr
Olivos ukat aceite de oliva uka achunakax utanakaruw apapxi.	Olivos jan ukax aceite de oliva uk apnaqañax wali ch 'axwañawa.	contradiction	ayr
Ukampisa, juk'a aljawinakanxa, juk'a aljawinakat sipansa juk'a aljawinakaw uñsti; juk'a aljawinakanxa, juk'a aljawinakat sipansa juk'a aljawinakaw uñsti.	Jisk 'a aljañ utanakansa, jach 'a aljañ utanakansa, uka aljañ utanakanx janiw kuna aljañ utanakas utjkiti.	contradiction	ayr
1996 maranxa, 5 waranq waranq jaqiw EE.UU. markanx jakapxatayna.	1996 maranxa, janiw khiti jaqis ciudadanía estadounidense uk mayiñ atkataynati.	contradiction	ayr
Jupampi Susanampix sarxapxiwa.	Panpachaniw qhiparapxäna.	contradiction	ayr
Jupasti wali muspharataw uñjasïna.	Nayranakapax jist'antataw uñjasïna.	contradiction	ayr
Demócratas ukankirinakat yaqhipax janiw Barr-ar yäqapkiti jan ukasti ch 'amañcht 'asisaw ch 'amañchapxi.	Barr jacha marka irpirinakampix wali munataxiwa.	contradiction	ayr
Uka warmisti wali suma uñnaqt 'anïnwa.	"Ukatsti nayax saskaktwa: "" Kunjämtix nayax uñjkta ukax jan waliwa, jan wali uñnaqt'ata "" sasa."	contradiction	ayr
Mä juk 'a pachakiw uñch 'ukiskäyäta, ukchañkamasti qhipat ist 'atapax ist 'askakituwa.	Jaqix janiw ist 'irjamäkänti, janis ist 'kirjamäkaspa ukham amuyapxäna.	contradiction	ayr
Jack B. Yeats-an post-impresionista pinturas-apax wali uñt 'atawa.	Jack B. Yeats ukan jamuqanakapax janiw askikiti.	contradiction	ayr
Jichhax Parque Nacional de Protección ukham uñt 'atawa.	Parque Nacional satäkis ukas chhaqtayatäxänwa.	contradiction	ayr
"""Ca' daan jak'an mä juzgado jikxati, juparuw yatiyi kuntix jikxati ukata""."	Anasti jank 'akiw Daan chacharux jikxatäna, ukat jupax sarxañatakix jank 'akïnwa.	contradiction	ayr
Apéndices de la Guía ukanx aka tuqinakatx juk 'amp uñt'ayi kuna kamachinakas apnaqaski ukanakxata (aplicación).	Irpirisax uka tuqinakatx juk 'amp amuykipt 'awinakamp sarantaski.	contradiction	ayr
Akax mä sapa base de datos ukaniwa. Akax kimsa portal ukaniwa, kimsa mayja tamanakatakikiwa, ukampirus mä portal de clientes ukaniwa, ukanx material de educación jurídica de los clientes ukat material jurídico de autoayuda ukanakaw utji.	Mä sapa punkun walja base de datos ukanakaw utjani.	contradiction	ayr
La Madeleine sat jach 'a utax janiw jach 'a iglesiäkisa, ukampis iglesiäkaspas ukhamänwa.	Madeleine sat jach 'a utax mä yupaychäwi chiqawa.	contradiction	ayr
Ukampis jichha pachanakax mayj mayjaruw tukupxi, maysatxa panpachaniw wali jach 'at arsusipxäna, maysatxa Tommy-n jinchunakapax juk 'at juk 'at sum ist 'asipxäna, janiw jakht 'irjamäkxänti.	Tommyx janiw arunak amuyt 'irjamäkxänti.	contradiction	ayr
Ukansti mä jisk'a wawanakan utapaw utji, mä suma libreriampi, mä suma cafeterampi, mä suma manq'awimpi.	Janiw yaqha utanakax utjkiti.	contradiction	ayr
Kunatixa kunaymana wakichawinakaxa utjki ukanakxa, amuyt 'asmawa kunatixa aka pachaxa juk 'ampi jasaki tukuyañatakiwa.	Jichhakiw uka jan waltʼäwinak askichasiñatak chʼamachasiñasa, inas jan amuykchïta, kunattejj janiw kunatsa uk amuyktati.	contradiction	ayr
Mä yatiyäwimp churäma:	Janiw kuna arsuñas utjkituti.	contradiction	ayr
¿Kuna jan walt'äwinakas utjapxtamxa?	¿Kunxatarak jan parlxtasti?	contradiction	ayr
Inas Zarcox kawkirutix sarañapäkän uk yatiskchïna, khä Castilla markankir mä jaqiw uka chiqan lawax utjatap yatiyatayna.	Zarco jaqix janiw lawat luratäkänti.	contradiction	ayr
Sapa mayni yatxatat tamanakax aka amuyumpiw sarantapxi, ukatx aka qhipa maranakanxa, 1993 maratpachax, mä aski apnaqañ tam utt'ayapxatayna, jan ukax mä aski apnaqañ tam utt'ayapxarakitayna, ukhamat aski apnaqañ amtanakar yanapt 'añataki, uñakipañataki.	Walja organizaciones ukanakaw tamanakap t 'unjañ amtapxi.	contradiction	ayr
Jupanakax walikiskiw jupanakax walikiskiw sapxiwa walikiskiw sapxiwa ukawjaruw qunt'asipxi ukat sarxapxi ukax chiqpachapunïskiwa sapxiwa walikiskiw sapxiwa ukawjaruw qunt'asipxi ukat sarxapxi ukax chiqpachapunïskiwa sapxiwa ukawjaruw qunt'asipxi ukat sarxapxi ukax chiqpachapunïskiwa sapxiwa jichhaxa jumati yattaxa markachirinakax walikiw sapxiwa kutkatasiwayxapxtawa kutkatasiwayxapxtawa kutkatasiwayxapxtawa kutkatasiwayxapxtawa kutkatasiwayxapxtawa kutkatasiwayxapx	Janiw kuna qillqatas utjkiti.	contradiction	ayr
Ukampirusa, CO2 ukax janiw kunapachas q'añu q'añu q'añu yänakat uñt'atäkänti, ukatx janiw kuna jan walt'äwsa jaqinakatak utjaykänti, kunjamakitix NOx, SO2 ukatx mercurio ukanakaxa.	CO2 ukax mä q'añu q'añu q'añu yänakar uñt'atawa.	contradiction	ayr
Jïsa, amuyataxatxa wali askiwa. Nayan amuyataxatxa wali askiwa. Nayan amuyataxatxa,	Jupax janiw kunatakis ch 'amanïkänti, jilïr irpiripar jaytjawayasaw jaltxäna.	contradiction	ayr
¿Janit istʼapkäyätasti?	Janiw uka punkunakar ist 'askatamänti, ¿ janicha?	contradiction	ayr
Janipuniw kunapachas servirïkti, pä kutiw jawsayapxitu, ukampis janiw paneldeor sarañatak chhijllatäkti.	Taqi ch 'aman arxatirinakax sapa kutiw taripañ utanakar sarapxi.	contradiction	ayr
Vespasiano reyimp chikax taqi kunas sumapuniw sarantasïna, ukatx II a.C. uka maranx imperionakax wali sumaw jakasipxarakïna (Marco Aurelio reyimp chikax II a.C. uka maranx wali sumaw jakasipxarakïna).	Imperiox janiw kunapachas suma pachanïkänti, jan ukasti quri pachanïxänwa.	contradiction	ayr
Inas New York markan yaqha tamax Yankees ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'ukch'uk	Mä sapa tamaw Nueva York markan utji, Mets ukankapxiwa.	contradiction	ayr
Ukhamarakiwa, mä juk 'a pachanakana, jan ukax jach 'a archivonakana, jan walt'äwinaka, pantjasïwinaka qhanstayañatakixa, mä juk 'a pachanakana, mä juk 'a pachanakana, mä juk 'a pachanakana, mä juk 'a pachanakana, mä juk 'a pachanakana.	Interpretación electrónica ukax mä juk 'a pachaw irnaqi, jisk 'a archivonakakipansa.	contradiction	ayr
Kunatix aka qullqinakax jilxattaski ukax akhamawa: yaqhip qilqatanakax waliw jilxattaski, yaqhip qilqatanakax juk 'akiw jilxattaski.	Uka mayiwinakax chhaqtayataw uñjasini, aka kamachix phuqhasiwaychi ukaxa.	contradiction	ayr
Ukspachaw jupax juk 'amp jan waliruw purt 'asïna.	Mafia ukankirinakan sarxatapatsti, janiw kuna jan walt 'äwis utjkxiti.	contradiction	ayr
Ukampis amuyapki ukarjamax witztum ukat arranca uka amtanakax jan walt'awinak utjayi, ukhamat jan wali amtanakax jan walt'awinak utjayi.	Janiw kuna lurañas utjkänti.	contradiction	ayr
"Jupanakaxa sapxiwa aka "" intercepciones venenosas "" satak ukanakaxa, yaqhipanakaxa uñt'ayatawa, uñacht'ayiwa janiw Alger Hiss ukatxa Rosenberg jupanakaxa espías satakpachati, jan ukasti juk 'ampi soviética soviética ukanakawa aka comunismo norteamericano uksanxa jan khitinsa uñt'ata."	Janiw kuna arsüwinakas utjkiti Rosenberg chachanakax uñaqapxatapata.	contradiction	ayr
Jïsa, pä marawa pasawayxi.	Jïsa, tunka kimsan maräxiwa.	contradiction	ayr
Chiqpachans jupanakax casadonakäpxiwa.	Chiqpachansa panpachaniw gay chachanaka, ukatx panpachaniw yaqha chachanakampi jaqichasipxaraki.	contradiction	ayr
Federación Nacional de Asociaciones Paralegales ukan Jilïr irpiripänwa 1984 ukat 1988 marakama.	Jupax janiw sector público satäkänti.	contradiction	ayr
Jupax wali k 'uchikiwa, jupax wali k 'uchikiwa kunalaykutix Galen jupax kindergarten ukar sarani jutir jallu qallta phaxsit saraqataru ukat jupax siwa akax kunasa jumax yattawa nayax janiw mayampsa wawanïkäti ukat nayax sistawa oh, janiw, janiw jakht 'asmati, chika uruw yatiqäwix tukxani, jupax akankaniwa kunalaykutix jupax kindergarten ukar sarani qharürux.	Warmisti Galen jilapan yatiqañ utar sarxatapat wali kusisitaw jikxatasxi.	contradiction	ayr
Jïsa, nayax Kuwait markar nuwasiñax janiw walïkiti saskakiristwa, janiw nayax kuna jan wali amtarus Bush Jilïr Irpirix purkiti siskti.	Kuwait markar nuwasiñax walikïskiwa, ukampirus uka amtäwix jan walinakanwa.	contradiction	ayr
Ajanupasti wali thithitänwa, niyapuniw jiwañ munäyäta. Uk ist 'asinsti, pächasiñampiw jupar uñkatta:	Ajanupasti wali sumawa, chuymachirakiwa.	contradiction	ayr
Yaqha yatxatäwinx, mä usuchjat jaqin saphit umax 0.10 G / dl ukch 'ak jilxattäna, jan walt 'ayir umirinakaruw uñt 'ayi (Auditoría Y GT; 8), 65% ukch 'a jan walt 'ayir umirinakaru.	Alcohol ukax janchi manqhan janiw yatiskiti.	contradiction	ayr
Ukat nayax jiskt'asïyätwa, ¿kunatarak futbolisti	Janiw ukxat lup 'iskti.	contradiction	ayr
Uh... anux jichhakamaw wiskhumpix sarnaqaski ukax janiw askïkiti	Jisk 'a wiskhunakamp isthapt 'atax askiwa.	contradiction	ayr
Akax mä jisk 'a t 'aqawa. Akax mä jisk 'a t 'aqawa. Akax mä jisk 'a t'aqawa.	Corporación ukan kamachinakapax markaspachan uñt 'atäki ukjam uñt 'ayi.	contradiction	ayr
Phisqa tunka mara phuqhawipanxa, phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu phusillu.	50 mara phuqhapkani ukürux mä suma phunchhäwi lurani.	contradiction	ayr
Wali sum katuqt 'apxista aka nayrïr qillqata yatiyaw yatiyirina, dramaturgo, congresista, embajador wali uñt 'at warmin sarnaqäwipa aka pachanxa, warminakapaxa Henry Luce, uka jach 'a yatiyaw yatiyirin warmipänwa.	Henry Luce-n autobiografía-pajj wali sumapuniwa.	contradiction	ayr
Jallux wal purintani	Jani jallukiti.	contradiction	ayr
Programax phuqhatäskiti janicha uk yatiñatakix sapa kutiw uñakipañapa.	Janiw kuna mutuñamas utjkiti.	contradiction	ayr
India markan machaq yupaychäwipax, modernización satawa, ukatx waynanaka ukhamarak ambiciosos profesionales móviles ukanakax taqi chiqanw jikxatasipxi.	India markanx janiw profesionales ukanakax utjkiti.	contradiction	ayr
Deir Abu Maker jupax wali uñt'atawa, jupax walja p'iqinchirinak churi iglesia copta ukataki; uka jak'ankiwa Deir Anba-Baramos.	Walja líderes de la iglesia copta jupanakaw Anba-Baramos markat jutapxäna.	contradiction	ayr
Ukampis ukaw juman jan waltʼayatamasa ukat Mr. White-jam jan waltʼayatamasaxa.	Danielan ajanupansti mä ch'uxña ch'uqiw utjäna.	contradiction	ayr
Ukhamarus uka chacharux uñjtwa, Boris sutini, ukhat uksarux uñjtwa.	Ukhat uksarux janiw Borisarux uñjkti.	contradiction	ayr
jupax tunka kutiw juk'amp nayax lup'ïyätwa ukat jupax chika aruma lurasïna nanakax yant'apkäyät ukkhatak jupax jank'akiw wakicht'asxäna ukat jupax sarxatayna ukkhatak jupax janiw amuyaskänti qhipärmanthi qhantatirux ch'iwinakax pä pinturanak taypina pinturas luratayna ukax tukusxataynawa maynix mistxataynawa ukatx maynix qalltxataynawa	Qhipürusti utapat yaqha chiqaruw sarxapxta.	contradiction	ayr
Irradiación ukax juk 'amp askiwa yapuchaña ukatxa khariñ lurañanakat sipansa.	Jichhürunakanxa, uywanak jiwayañasa, yapuchañas wali askiwa.	contradiction	ayr
Yaqhip aruskipt 'irinakax askitw amuyapxäna, auditores jupanakax sapa kutiw mä audit forense6 ukamp phuqhapxañapa, ukampinsa auditores jupanakax gestión ukatx jan walinakaw uñjapxaspa, ukampirus iwxt 'apxarakïnwa, aka amuyux jan walinakaw uñjapxaspa, kunatixa gestión ukat auditor ukanakax janiw irnaqapkaspati.	Jupanakax janiw yatipkänti khitinakarutix uñch 'ukipkänsa ukxa.	contradiction	ayr
Ukax mä jach 'a thujruwa, Clintonan jan wali uñisirinakapax wali munasipkakiwa.	Mä jach 'a jan walt 'awiw utji, jan walt 'awinakax mä jach 'a jan walt 'awiw utji, jan walt 'awinakax mä jach 'a jan walt 'awiw utji.	contradiction	ayr
Jerusalén Oriental markan árabe jaqinakaxa (cristianonakasa jan ukax musulmananakasa) taqi religionanakat jutir jaqinakaruw katuqt 'apxi.	Jerusalenat inti jalsu tuqinkir árabe jaqinakax taqi kunat jan walinak lup 'ipxi.	contradiction	ayr
Jilïr Irpirinakamp irpirinakampix may maya gobiernonakat yaqha gobiernonakar jaqkattayatäspawa.	Gestión Pública ukankirinakax janiw jaqukipirjamäpkiti.	contradiction	ayr
Irnaqatäñasa, casarasiñasa.	Irnaqaña, jaqichasiña.	contradiction	ayr
Seguridad Nacional ukaxa	Janiw kuna arxatiris utjkiti.	contradiction	ayr
(Uñt 'am, uraqpachanx jilpachax Hollywood ukankir jamuqanakx uñch 'ukipxi jan ch'axwawinakan chikancht 'asisa.)	Janiw khitis Hollywood-an jamuqanak uñjkiti.	contradiction	ayr
Khä 1800 mara tukuyaruxa, Egipto marka apnaqirix Alejandría markan mä yatiqañ utjam jaktayañ munäna.	Alexandría markan Biblioteka satäkis uk wasitat lurañatakix janiw kuna ch 'amas utjkänti.	contradiction	ayr
Cream Cream ukankirinakax janiw Postal ukan askinak jikxatañap munapkiti.	Crema ukankirinakax wali llakt 'atäpxiwa Postal ukankirinakatxa.	contradiction	ayr
Ukatxa, reinox payaruw jaljtäna feudos sat jach'a feudalismos sat jach'a markanakatxa Provenza, Pistola, Mandy, Brittany, ukat uksar aksar.	Uka walja markanakax mä sapa markaruw tukupxäna.	contradiction	ayr
Germond jilatax mä juk'a qullqimpiw mayt 'asïxa wawanakan jan manq 'asipkañapatakixa.	Germond-atakisti, juk 'amp qullqinak juk 'amp qullqimp alasiñaw jan wali amuyuxa.	contradiction	ayr
