input	output	language
TENIS - AUSTRALIANS na - aga n 'ihu na CANADIAN OPEN .	TENIS_O -_O AUSTRALIANS_O na_O -_O aga_O n_O 'ihu_O na_O CANADIAN_O OPEN_O ._O	ibo
TORONTO 1996 - 22 Ọgọst	TORONTO_B-LOC 1996_O -_O 22_O Ọgọst_O	ibo
Ọ bụ ụbọchị Australia na $ 2 nde Canadian Open na Tọzdee ka ndị Aussies atọ ruru nkeji iri anọ na ise na mmeri setịpụrụ .	Ọ_O bụ_O ụbọchị_O Australia_O na_O $_O 2_O nde_O Canadian_O Open_O na_O Tọzdee_O ka_O ndị_O Aussies_O atọ_O ruru_O nkeji_O iri_O anọ_O na_O ise_O na_O mmeri_O setịpụrụ_O ._O	ibo
Patrick Rafter bụ onye na-enwetabeghi ihe nrite kachasị dị ịrịba ama dịka o meriri onye America nke isii bụ MaliVai Washington 6-2 6-1 na naanị nkeji iri ise .	Patrick_B-PER Rafter_I-PER bụ_O onye_O na-enwetabeghi_O ihe_O nrite_O kachasị_O dị_O ịrịba_O ama_O dịka_O o_O meriri_O onye_O America_O nke_O isii_O bụ_O MaliVai_B-PER Washington_I-PER 6-2_O 6-1_O na_O naanị_O nkeji_O iri_O ise_O ._O	ibo
Ferreira na Enqvist na-egwuri egwu n 'abalị Fraịde na nkeji iri na ise .	Ferreira_B-PER na_O Enqvist_B-PER na-egwuri_O egwu_O n_O 'abalị_O Fraịde_O na_O nkeji_O iri_O na_O ise_O ._O	ibo
Ndị America abụọ , Todd Martin bụ onye nke asaa na Alex O 'Brien bụ onye nke abụọ , ga-ezute onwe ha n 'ụbọchị Fraịde mgbe ha merisịrị n 'ụbọchị Tọzde .	Ndị_O America_O abụọ_O ,_O Todd_B-PER Martin_I-PER bụ_O onye_O nke_O asaa_O na_O Alex_B-PER O_I-PER 'Brien_I-PER bụ_O onye_O nke_O abụọ_O ,_O ga-ezute_O onwe_O ha_O n_O 'ụbọchị_O Fraịde_O mgbe_O ha_O merisịrị_O n_O 'ụbọchị_O Tọzde_O ._O	ibo
Martin meriri Cedric Pioline nke France 2-6 6-2 6-4 na O 'Brien meriri Mikael Tillstrom nke Sweden 6-3 2-6 6-3 .	Martin_B-PER meriri_O Cedric_B-PER Pioline_I-PER nke_O France_B-LOC 2-6_O 6-2_O 6-4_O na_O O_B-PER 'Brien_I-PER meriri_O Mikael_B-PER Tillstrom_I-PER nke_O Sweden_B-LOC 6-3_O 2-6_O 6-3_O ._O	ibo
" O nwekwara ike ịnagide ọrụ m n 'ụzọ dị mfe n 'ihi na pasent ọrụ m ( nke mbụ ) bụ naanị na 40s .	"_O O_O nwekwara_O ike_O ịnagide_O ọrụ_O m_O n_O 'ụzọ_O dị_O mfe_O n_O 'ihi_O na_O pasent_O ọrụ_O m_O (_O nke_O mbụ_O )_O bụ_O naanị_O na_O 40s_O ._O	ibo
Ọ bụrụ na i jikọta ihe abụọ a ọnụ , ị ga - emefu ego . "	Ọ_O bụrụ_O na_O i_O jikọta_O ihe_O abụọ_O a_O ọnụ_O ,_O ị_O ga_O -_O emefu_O ego_O ._O "_O	ibo
Rafter atụfuru izu iri mgbe a wachara ya aka na mbido afọ a na oge ọ na-anọghị na tenis enyela ya echiche ọhụrụ .	Rafter_B-PER atụfuru_O izu_O iri_O mgbe_O a_O wachara_O ya_O aka_O na_O mbido_O afọ_O a_O na_O oge_O ọ_O na-anọghị_O na_O tenis_O enyela_O ya_O echiche_O ọhụrụ_O ._O	ibo
" Tupu mgbe ahụ , mgbe m na - eme njem , ọ na - adị m ka m kwesịrị ịlakpu ụra n' elekere 9 : 30 ma ọ bụ 10 : 00 ma bilie n' oge ụfọdụ , " ka Rafter kwuru .	"_O Tupu_O mgbe_O ahụ_O ,_O mgbe_O m_O na_O -_O eme_O njem_O ,_O ọ_O na_O -_O adị_O m_O ka_O m_O kwesịrị_O ịlakpu_O ụra_O n'_O elekere_O 9_O :_O 30_O ma_O ọ_O bụ_O 10_O :_O 00_O ma_O bilie_O n'_O oge_O ụfọdụ_O ,_O "_O ka_O Rafter_B-PER kwuru_O ._O	ibo
Ugbu a , m nwere ike ịlakpu ụra n' etiti abalị ma ọ bụ teta n' elekere asaa nke ụtụtụ .	Ugbu_O a_O ,_O m_O nwere_O ike_O ịlakpu_O ụra_O n'_O etiti_O abalị_O ma_O ọ_O bụ_O teta_O n'_O elekere_O asaa_O nke_O ụtụtụ_O ._O	ibo
Ọ bụ naanị na anaghịzi m eme ihe otú m na - emebu , ọ na - emekwa ka m na - enwe obi ụtọ . "	Ọ_O bụ_O naanị_O na_O anaghịzi_O m_O eme_O ihe_O otú_O m_O na_O -_O emebu_O ,_O ọ_O na_O -_O emekwa_O ka_O m_O na_O -_O enwe_O obi_O ụtọ_O ._O "_O	ibo
Obi dị Martin ụtọ maka mmeri o meriri Pioline , nke mbụ ya n 'ime ugboro ise o zutere onye France nke nọ n " ọkwá nke iri na otu . "	Obi_O dị_O Martin_B-PER ụtọ_O maka_O mmeri_O o_O meriri_O Pioline_B-PER ,_O nke_O mbụ_O ya_O n_O 'ime_O ugboro_O ise_O o_O zutere_O onye_O France_O nke_O nọ_O n_O "_O ọkwá_O nke_O iri_O na_O otu_O ._O "_O	ibo
Ọ na-esiri mmadụ ike imeri n 'asọmpi ma ọ bụrụ na e merie ya na nke mbụ , ọkachasị onye ị na-emebeghị , " ka o kwuru .	Ọ_O na-esiri_O mmadụ_O ike_O imeri_O n_O 'asọmpi_O ma_O ọ_O bụrụ_O na_O e_O merie_O ya_O na_O nke_O mbụ_O ,_O ọkachasị_O onye_O ị_O na-emebeghị_O ,_O "_O ka_O o_O kwuru_O ._O	ibo
" Aghọrọ m onye na - eme ihe ike karị na nke abụọ na nke atọ , ifufe fekwara , nke ahụ metụtakwara ihe n' ihi na n' ezie , Cedric kpasuru m iwe . "	"_O Aghọrọ_O m_O onye_O na_O -_O eme_O ihe_O ike_O karị_O na_O nke_O abụọ_O na_O nke_O atọ_O ,_O ifufe_O fekwara_O ,_O nke_O ahụ_O metụtakwara_O ihe_O n'_O ihi_O na_O n'_O ezie_O ,_O Cedric_B-PER kpasuru_O m_O iwe_O ._O "_O	ibo
Ọ nọ n 'ọkwa nke 76 mgbe ọ nọ n' ọkwa nke 285 izu anọ gara aga .	Ọ_O nọ_O n_O 'ọkwa_O nke_O 76_O mgbe_O ọ_O nọ_O n'_O ọkwa_O nke_O 285_O izu_O anọ_O gara_O aga_O ._O	ibo
" Ọ dị m ka m na - agba bọl nke ọma ọ bụ ezie na m na - enwekwu ịda mbà n' obi karịa ka m nwere n' izu gara aga , " ka O' Brien kwuru . "	"_O Ọ_O dị_O m_O ka_O m_O na_O -_O agba_O bọl_O nke_O ọma_O ọ_O bụ_O ezie_O na_O m_O na_O -_O enwekwu_O ịda_O mbà_O n'_O obi_O karịa_O ka_O m_O nwere_O n'_O izu_O gara_O aga_O ,_O "_O ka_O O'_B-PER Brien_I-PER kwuru_O ._O "_O	ibo
Ma m ka na - asọ mpi nke ọma . "	Ma_O m_O ka_O na_O -_O asọ_O mpi_O nke_O ọma_O ._O "_O	ibo
Enqvist kwuru banyere mmeri o meriri Korda , sị : " Enweela m ọtụtụ ozi mbụ . "	Enqvist_B-PER kwuru_O banyere_O mmeri_O o_O meriri_O Korda_B-PER ,_O sị_O :_O "_O Enweela_O m_O ọtụtụ_O ozi_O mbụ_O ._O "_O	ibo
Anaghị m agbapụ ọtụtụ agbapụ ma ọ na-emehie ihe . "	Anaghị_O m_O agbapụ_O ọtụtụ_O agbapụ_O ma_O ọ_O na-emehie_O ihe_O ._O "_O	ibo
Ihe ka ọtụtụ n 'ime ha bụ ihe ndị na - adịghị mkpa . "	Ihe_O ka_O ọtụtụ_O n_O 'ime_O ha_O bụ_O ihe_O ndị_O na_O -_O adịghị_O mkpa_O ._O "_O	ibo
TENIS - Nsonaazụ na CANADIAN OPEN .	TENIS_O -_O Nsonaazụ_O na_O CANADIAN_O OPEN_O ._O	ibo
TORONTO 1996 - 22 Ọgọst	TORONTO_B-LOC 1996_O -_O 22_O Ọgọst_O	ibo
Ihe si na Canadian Open pụta	Ihe_O si_O na_O Canadian_O Open_O pụta_O	ibo
asọmpi tenis na Tọzdee ( nọmba prefix na-egosi ebe a na-edozi )	asọmpi_O tenis_O na_O Tọzdee_O (_O nọmba_O prefix_O na-egosi_O ebe_O a_O na-edozi_O )_O	ibo
Oge nke atọ	Oge_O nke_O atọ_O	ibo
3 - Wayne Ferreira ( South Africa ) meriri Tim Henman ( Britain ) 6-4	3_O -_O Wayne_B-PER Ferreira_I-PER (_O South_B-LOC Africa_I-LOC )_O meriri_O Tim_B-PER Henman_I-PER (_O Britain_B-LOC )_O 6-4_O	ibo
6 - 4	6_O -_O 4_O	ibo
4 - Marcelo Rios ( Chile ) meriri Daniel Vacek ( Czech Republic ) 6-4	4_O -_O Marcelo_B-PER Rios_I-PER (_O Chile_B-LOC )_O meriri_O Daniel_B-PER Vacek_I-PER (_O Czech_B-LOC Republic_I-LOC )_O 6-4_O	ibo
6 - 3	6_O -_O 3_O	ibo
5 - Thomas Enqvist ( Sweden ) meriri Petr Korda ( Czech Republic )	5_O -_O Thomas_B-PER Enqvist_I-PER (_O Sweden_B-LOC )_O meriri_O Petr_B-PER Korda_I-PER (_O Czech_B-LOC Republic_I-LOC )_O	ibo
6-3 6-4	6-3_O 6-4_O	ibo
Patrick Rafter ( Australia ) meriri 6 - MaliVai Washington ( USA )	Patrick_B-PER Rafter_I-PER (_O Australia_B-LOC )_O meriri_O 6_O -_O MaliVai_B-PER Washington_I-PER (_O USA_B-LOC )_O	ibo
6-2 6-1	6-2_O 6-1_O	ibo
7 - Todd Martin ( U.S. ) meriri 9 - Cedric Pioline ( France ) 2-6 6-2	7_O -_O Todd_B-PER Martin_I-PER (_O U.S._B-LOC )_O meriri_O 9_O -_O Cedric_B-PER Pioline_I-PER (_O France_B-LOC )_O 2-6_O 6-2_O	ibo
6 - 4	6_O -_O 4_O	ibo
Mark Philippoussis ( Australia ) meriri Bohdan Ulihrach ( Czech )	Mark_B-PER Philippoussis_I-PER (_O Australia_B-LOC )_O meriri_O Bohdan_B-PER Ulihrach_I-PER (_O Czech_B-LOC )_O	ibo
Republic ) 6-3 6-4	Republic_B-LOC )_O 6-3_O 6-4_O	ibo
Alex O 'Brien ( US ) meriri Mikael Tillstrom ( Sweden ) 6-3 2-6	Alex_B-PER O_I-PER 'Brien_I-PER (_O US_B-LOC )_O meriri_O Mikael_B-PER Tillstrom_I-PER (_O Sweden_B-LOC )_O 6-3_O 2-6_O	ibo
6 - 3	6_O -_O 3_O	ibo
Todd Woodbridge ( Australia ) meriri Daniel Nestor ( Canada ) 7-6	Todd_B-PER Woodbridge_I-PER (_O Australia_B-LOC )_O meriri_O Daniel_B-PER Nestor_I-PER (_O Canada_B-LOC )_O 7-6_O	ibo
7-2 ) 7-6 ( 7-4 )	7-2_O )_O 7-6_O (_O 7-4_O )_O	ibo
RUGBY UNION - MULDER OUT nke Ule nke Abụọ .	RUGBY_B-ORG UNION_I-ORG -_O MULDER_B-PER OUT_O nke_O Ule_O nke_O Abụọ_O ._O	ibo
JOHANNESBURG 1996-08-23 Nkenke aha onyonyo	JOHANNESBURG_B-LOC 1996-08-23_O Nkenke_O aha_O onyonyo_O	ibo
A chụpụla Japie Mulder n' egwuregwu ndị South Africa maka ule nke abụọ ha na New Zealand ga- agba na Pretoria na Satọde .	A_O chụpụla_O Japie_B-PER Mulder_I-PER n'_O egwuregwu_O ndị_O South_B-LOC Africa_I-LOC maka_O ule_O nke_O abụọ_O ha_O na_O New_B-LOC Zealand_I-LOC ga-_O agba_O na_O Pretoria_B-LOC na_O Satọde_O ._O	ibo
Mulder atụfuru ule mbụ na Durban n 'ihi azụ mgbu ma daa ule ahụike na Tọzdee .	Mulder_B-PER atụfuru_O ule_O mbụ_O na_O Durban_B-LOC n_O 'ihi_O azụ_O mgbu_O ma_O daa_O ule_O ahụike_O na_O Tọzdee_O ._O	ibo
Mana onyeisi ndị Springbok ọhụrụ bụ Gary Teichmann agbakeela site n' apata ụkwụ ọ merụrụ ma dị njikere igwu egwu , dịka onye nkuzi Andre Markgraaff siri kwuo .	Mana_O onyeisi_O ndị_O Springbok_B-ORG ọhụrụ_O bụ_O Gary_B-PER Teichmann_I-PER agbakeela_O site_O n'_O apata_O ụkwụ_O ọ_O merụrụ_O ma_O dị_O njikere_O igwu_O egwu_O ,_O dịka_O onye_O nkuzi_O Andre_B-PER Markgraaff_I-PER siri_O kwuo_O ._O	ibo
Enweghị Mulder pụtara na Northern Transvaal center Andre Snyman kwesịrị iji merie ya nke abụọ okpu n 'akụkụ ógbè ibe Danie van Schalkwyk .	Enweghị_O Mulder_B-PER pụtara_O na_O Northern_B-ORG Transvaal_I-ORG center_O Andre_B-PER Snyman_I-PER kwesịrị_O iji_O merie_O ya_O nke_O abụọ_O okpu_O n_O 'akụkụ_O ógbè_O ibe_O Danie_B-PER van_I-PER Schalkwyk_I-PER ._O	ibo
A na-atụ anya na Wing Pieter Hendriks ga-ejigide ọnọdụ ya , na-esote ịkọ nkọ na a ga-ahọrọ Snyman n 'ọnọdụ na nku .	A_O na-atụ_O anya_O na_O Wing_O Pieter_B-PER Hendriks_I-PER ga-ejigide_O ọnọdụ_O ya_O ,_O na-esote_O ịkọ_O nkọ_O na_O a_O ga-ahọrọ_O Snyman_B-PER n_O 'ọnọdụ_O na_O nku_O ._O	ibo
Markgraaff kwuru na a gaghị ekwupụta ndị ga- eso n " asọmpi ahụ ruo oge na- adịghị anya tupu asọmpi ahụ amalite .	Markgraaff_B-PER kwuru_O na_O a_O gaghị_O ekwupụta_O ndị_O ga-_O eso_O n_O "_O asọmpi_O ahụ_O ruo_O oge_O na-_O adịghị_O anya_O tupu_O asọmpi_O ahụ_O amalite_O ._O	ibo
BADMINTON - Nsonaazụ BADMINTON nke Malaysian Open .	BADMINTON_O -_O Nsonaazụ_O BADMINTON_O nke_O Malaysian_O Open_O ._O	ibo
KUALA LUMPUR 1996-08-23 Nkenke aha onyonyo	KUALA_B-LOC LUMPUR_I-LOC 1996-08-23_O Nkenke_O aha_O onyonyo_O	ibo
Nsonaazụ na Malaysian	Nsonaazụ_O na_O Malaysian_O	ibo
Open badminton tournament na Fraịde ( prefix numbers denote	Open_O badminton_O tournament_O na_O Fraịde_O (_O prefix_O numbers_O denote_O	ibo
mkpụrụ osisi )	mkpụrụ_O osisi_O )_O	ibo
Ndị nwoke n 'otu n 'otu , nkeji iri na ise	Ndị_O nwoke_O n_O 'otu_O n_O 'otu_O ,_O nkeji_O iri_O na_O ise_O	ibo
2 - Ong Ewe Hock ( Malaysia ) meriri 5 / 8 - Hu Zhilan ( China ) 15-2 15-10	2_O -_O Ong_B-PER Ewe_I-PER Hock_I-PER (_O Malaysia_B-LOC )_O meriri_O 5_O /_O 8_O -_O Hu_B-PER Zhilan_I-PER (_O China_B-LOC )_O 15-2_O 15-10_O	ibo
9 / 16 - Luo Yigang ( China ) meriri Jason Wong ( Malaysia ) 15-5 15-6	9_O /_O 16_O -_O Luo_B-PER Yigang_I-PER (_O China_B-LOC )_O meriri_O Jason_B-PER Wong_I-PER (_O Malaysia_B-LOC )_O 15-5_O 15-6_O	ibo
Ijaya Indra ( Indonesia ) meriri P. Kantharoopan ( Malaysia ) 15-6 5-4	Ijaya_B-PER Indra_I-PER (_O Indonesia_B-LOC )_O meriri_O P._B-PER Kantharoopan_I-PER (_O Malaysia_B-LOC )_O 15-6_O 5-4_O	ibo
9 / 16 - Chen Gang ( China ) meriri 9 / 16 - Hermawan Susanto ( Indonesia )	9_O /_O 16_O -_O Chen_B-PER Gang_I-PER (_O China_B-LOC )_O meriri_O 9_O /_O 16_O -_O Hermawan_B-PER Susanto_I-PER (_O Indonesia_B-LOC )_O	ibo
15-9 15-7	15-9_O 15-7_O	ibo
TENNIS - CHANDA RUBIN nke merụrụ ahụ apụtala n " asọmpi US Open .	TENNIS_O -_O CHANDA_B-PER RUBIN_I-PER nke_O merụrụ_O ahụ_O apụtala_O n_O "_O asọmpi_O US_O Open_O ._O	ibo
NEW YORK 1996 - 23 Ọgọst	NEW_B-LOC YORK_I-LOC 1996_O -_O 23_O Ọgọst_O	ibo
Onye America na-ekwe nkwa nke iri Chanda Rubin ewepụla onwe ya na US Open Tennis Championship site na mmerụ aka , ndị isi asọmpi ahụ mara ọkwa .	Onye_O America_O na-ekwe_O nkwa_O nke_O iri_O Chanda_B-PER Rubin_I-PER ewepụla_O onwe_O ya_O na_O US_O Open_O Tennis_O Championship_O site_O na_O mmerụ_O aka_O ,_O ndị_O isi_O asọmpi_O ahụ_O mara_O ọkwa_O ._O	ibo
Nwanyị Rubin dị afọ iri abụọ , bụ onye e kwuru na ọ ga- abụ onye nke iri na otu , ka na- arịa ọrịa tendinitis n " aka nri ya nke mere ka ọ nọrọ n " èzí n " ọnwa ndị na- adịbeghị anya .	Nwanyị_O Rubin_B-PER dị_O afọ_O iri_O abụọ_O ,_O bụ_O onye_O e_O kwuru_O na_O ọ_O ga-_O abụ_O onye_O nke_O iri_O na_O otu_O ,_O ka_O na-_O arịa_O ọrịa_O tendinitis_O n_O "_O aka_O nri_O ya_O nke_O mere_O ka_O ọ_O nọrọ_O n_O "_O èzí_O n_O "_O ọnwa_O ndị_O na-_O adịbeghị_O anya_O ._O	ibo
Ọdachi Rubin gbanwere n' ọdịnihu dị mma maka onye mmeri nke asatọ n' asọmpi Olimpik bụ ́ Lindsay Davenport .	Ọdachi_O Rubin_B-PER gbanwere_O n'_O ọdịnihu_O dị_O mma_O maka_O onye_O mmeri_O nke_O asatọ_O n'_O asọmpi_O Olimpik_O bụ_O ́_O Lindsay_B-PER Davenport_I-PER ._O	ibo
Davenport họpụtara otu n 'ime ndị egwuregwu kachasị sie ike n 'agba nke mbụ n 'etiti ndị ọ bụla a họpụtara na klas nke 17 bụ Karina Habsudova nke Slovakia .	Davenport_B-PER họpụtara_O otu_O n_O 'ime_O ndị_O egwuregwu_O kachasị_O sie_O ike_O n_O 'agba_O nke_O mbụ_O n_O 'etiti_O ndị_O ọ_O bụla_O a_O họpụtara_O na_O klas_O nke_O 17_O bụ_O Karina_B-PER Habsudova_I-PER nke_O Slovakia_B-LOC ._O	ibo
Mana dịka onye ọkpụkpọ kachasị elu na asọmpi ahụ , Habsudova ga-aga n 'ime oghere Rubin na nza ahụ , ebe Davenport ga-enweta ọkwa na agba nke mbụ , dị ka ndị ọrụ US Tennis Association si kwuo .	Mana_O dịka_O onye_O ọkpụkpọ_O kachasị_O elu_O na_O asọmpi_O ahụ_O ,_O Habsudova_B-PER ga-aga_O n_O 'ime_O oghere_O Rubin_B-PER na_O nza_O ahụ_O ,_O ebe_O Davenport_B-PER ga-enweta_O ọkwa_O na_O agba_O nke_O mbụ_O ,_O dị_O ka_O ndị_O ọrụ_O US_O Tennis_O Association_O si_O kwuo_O ._O	ibo
Onye mmeri ụmụ nwoke nke Australian Open bụ Boris Becker ga-apụkwa na Grand Slam ikpeazụ nke afọ a n 'ihi mmerụ aka .	Onye_O mmeri_O ụmụ_O nwoke_O nke_O Australian_O Open_O bụ_O Boris_B-PER Becker_I-PER ga-apụkwa_O na_O Grand_O Slam_O ikpeazụ_O nke_O afọ_O a_O n_O 'ihi_O mmerụ_O aka_O ._O	ibo
Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ Bọọlụ	Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O Bọọlụ_O	ibo
NEW YORK 1996 - 23 Ọgọst	NEW_B-LOC YORK_I-LOC 1996_O -_O 23_O Ọgọst_O	ibo
Nnukwu Njikọ Baseball	Nnukwu_O Njikọ_O Baseball_O	ibo
ọkwa mgbe egwuregwu ndị e mere na Tọzdee ( tabulate n 'okpuru meriri ,	ọkwa_O mgbe_O egwuregwu_O ndị_O e_O mere_O na_O Tọzdee_O (_O tabulate_O n_O 'okpuru_O meriri_O ,_O	ibo
furu efu , mmeri pasent na egwuregwu n 'azụ ) :	furu_O efu_O ,_O mmeri_O pasent_O na_O egwuregwu_O n_O 'azụ_O )_O :_O	ibo
AKWỤKWỌ NDỊ Ọwụwa Anyanwụ	AKWỤKWỌ_O NDỊ_O Ọwụwa_O Anyanwụ_O	ibo
W L PCT GB	W_O L_O PCT_O GB_O	ibo
NEW YORK 72 54 . 571 -	NEW_B-ORG YORK_I-ORG 72_O 54_O ._O 571_O -_O	ibo
BALTIMORE 67 59 . 532 5	BALTIMORE_B-ORG 67_O 59_O ._O 532_O 5_O	ibo
BOSTON 64 64 . 500 9	BOSTON_B-ORG 64_O 64_O ._O 500_O 9_O	ibo
TORONTO 59 69 . 461 14	TORONTO_B-ORG 59_O 69_O ._O 461_O 14_O	ibo
DETROIT 45 82.354 27 1 / 2	DETROIT_B-ORG 45_O 82.354_O 27_O 1_O /_O 2_O	ibo
AKWỤKWỌ AKWỤKWỌ	AKWỤKWỌ_O AKWỤKWỌ_O	ibo
CLEVELAND 76 51 . 598 -	CLEVELAND_B-ORG 76_O 51_O ._O 598_O -_O	ibo
CHICAGO 69 60 . 535 8	CHICAGO_B-ORG 69_O 60_O ._O 535_O 8_O	ibo
MINNESOTA 63 64 . 496 13	MINNESOTA_B-ORG 63_O 64_O ._O 496_O 13_O	ibo
MILWAUKEE 60 68.469 16 1 / 2	MILWAUKEE_B-ORG 60_O 68.469_O 16_O 1_O /_O 2_O	ibo
KANSAS CITY 58 71 . 450 19	KANSAS_B-ORG CITY_I-ORG 58_O 71_O ._O 450_O 19_O	ibo
AKWỤKWỌ NDỊ ỌTỤTỤ	AKWỤKWỌ_O NDỊ_O ỌTỤTỤ_O	ibo
TEXAS 74 54.578 -	TEXAS_B-ORG 74_O 54.578_O -_O	ibo
SEATTLE 65 61 . 516 8	SEATTLE_B-ORG 65_O 61_O ._O 516_O 8_O	ibo
OAKLAND 62 68 . 477 13	OAKLAND_B-ORG 62_O 68_O ._O 477_O 13_O	ibo
CALIFORNIA 59 68.465 14 1 / 2	CALIFORNIA_B-ORG 59_O 68.465_O 14_O 1_O /_O 2_O	ibo
Fraịdee , Ọgọst 23	Fraịdee_O ,_O Ọgọst_O 23_O	ibo
SEATTLE NA BOSTON	SEATTLE_B-ORG NA_O BOSTON_B-LOC	ibo
Milwaukee na Cleveland	Milwaukee_B-ORG na_O Cleveland_B-LOC	ibo
OAKLAND NA NEW YORK	OAKLAND_B-ORG NA_O NEW_B-LOC YORK_I-LOC	ibo
TORONTO NA CHICAGO	TORONTO_B-ORG NA_O CHICAGO_B-LOC	ibo
TEXAS NA MINNESOTA	TEXAS_B-ORG NA_O MINNESOTA_B-LOC	ibo
Njikọ Mba	Njikọ_O Mba_O	ibo
AKWỤKWỌ NDỊ Ọwụwa Anyanwụ	AKWỤKWỌ_O NDỊ_O Ọwụwa_O Anyanwụ_O	ibo
W L PCT GB	W_O L_O PCT_O GB_O	ibo
ATLANTA 79 47 . 627 -	ATLANTA_B-ORG 79_O 47_O ._O 627_O -_O	ibo
MONTREAL 68 58 . 540 11	MONTREAL_B-ORG 68_O 58_O ._O 540_O 11_O	ibo
NEW YORK 59 69 . 461 21	NEW_B-ORG YORK_I-ORG 59_O 69_O ._O 461_O 21_O	ibo
FLORIDA 58 69.457 21 1 / 2	FLORIDA_B-ORG 58_O 69.457_O 21_O 1_O /_O 2_O	ibo
PHILADELPHIA 52 76 406 28	PHILADELPHIA_B-ORG 52_O 76_O 406_O 28_O	ibo
AKWỤKWỌ AKWỤKWỌ	AKWỤKWỌ_O AKWỤKWỌ_O	ibo
ST LOUIS 67 60.528 1 / 2	ST_B-ORG LOUIS_I-ORG 67_O 60.528_O 1_O /_O 2_O	ibo
CHICAGO 63 62.504 3 1 / 2	CHICAGO_B-ORG 63_O 62.504_O 3_O 1_O /_O 2_O	ibo
CINCINNATI 63 62.504 3 1 / 2	CINCINNATI_B-ORG 63_O 62.504_O 3_O 1_O /_O 2_O	ibo
PITTSBURGH 54 73.425 13 1 / 2	PITTSBURGH_B-ORG 54_O 73.425_O 13_O 1_O /_O 2_O	ibo
AKWỤKWỌ NDỊ ỌTỤTỤ	AKWỤKWỌ_O NDỊ_O ỌTỤTỤ_O	ibo
SAN DIEGO 70 59 . 543 -	SAN_B-ORG DIEGO_I-ORG 70_O 59_O ._O 543_O -_O	ibo
LOS ANGELES 67 60 . 528 2	LOS_B-ORG ANGELES_I-ORG 67_O 60_O ._O 528_O 2_O	ibo
COLORADO 66 62.516 3 1 / 2	COLORADO_B-ORG 66_O 62.516_O 3_O 1_O /_O 2_O	ibo
SAN FRANCISCO 54 71 . 432 14	SAN_B-ORG FRANCISCO_I-ORG 54_O 71_O ._O 432_O 14_O	ibo
Fraịdee , Ọgọst 23	Fraịdee_O ,_O Ọgọst_O 23_O	ibo
CINCINNATI N 'AFỌ FLORIDA ( nke a kpọrọ aha ugboro abụọ )	CINCINNATI_B-ORG N_O 'AFỌ_O FLORIDA_B-LOC (_O nke_O a_O kpọrọ_O aha_O ugboro_O abụọ_O )_O	ibo
CHICAGO NA ATLANTA	CHICAGO_B-ORG NA_O ATLANTA_B-LOC	ibo
ST LOUIS NA HOUSTON	ST_B-ORG LOUIS_I-ORG NA_O HOUSTON_B-LOC	ibo
PITTSBURGH nke dị na COLORADO	PITTSBURGH_B-ORG nke_O dị_O na_O COLORADO_B-LOC	ibo
NEW YORK NA LOS ANGELES	NEW_B-ORG YORK_I-ORG NA_O LOS_B-LOC ANGELES_I-LOC	ibo
PHILADELPHIA NA SAN DIEGO	PHILADELPHIA_B-ORG NA_O SAN_B-LOC DIEGO_I-LOC	ibo
Baseball - MAJOR LEAGUE RESULTS ỤBỌCHỊ Tọzdee .	Baseball_O -_O MAJOR_O LEAGUE_O RESULTS_O ỤBỌCHỊ_O Tọzdee_O ._O	ibo
NEW YORK 1996 - 23 Ọgọst	NEW_B-LOC YORK_I-LOC 1996_O -_O 23_O Ọgọst_O	ibo
Nsonaazụ nke Major League	Nsonaazụ_O nke_O Major_O League_O	ibo
Egwuregwu Baseball ndị a na-egwu na Thursday ( otu ụlọ na CAPS )	Egwuregwu_O Baseball_O ndị_O a_O na-egwu_O na_O Thursday_O (_O otu_O ụlọ_O na_O CAPS_O )_O	ibo
Njikọ ndị Amerịka	Njikọ_O ndị_O Amerịka_O	ibo
BOSTON 2 Oakland 1	BOSTON_B-ORG 2_O Oakland_B-ORG 1_O	ibo
Seattle 10 BALTIMORE 3	Seattle_B-ORG 10_O BALTIMORE_B-ORG 3_O	ibo
California 12 NEW YORK 3	California_B-ORG 12_O NEW_B-ORG YORK_I-ORG 3_O	ibo
Toronto 1 CHICAGO 0 ( n 'ime afọ isii na ọkara )	Toronto_B-ORG 1_O CHICAGO_B-ORG 0_O (_O n_O 'ime_O afọ_O isii_O na_O ọkara_O )_O	ibo
Detroit 10 Obodo Kansas 3	Detroit_B-ORG 10_O Obodo_B-ORG Kansas_I-ORG 3_O	ibo
Texas 11 MINNESOTA 2	Texas_B-ORG 11_O MINNESOTA_B-ORG 2_O	ibo
Njikọ Mba	Njikọ_O Mba_O	ibo
COLORADO 10 St. Louis 5	COLORADO_B-ORG 10_O St._B-ORG Louis_I-ORG 5_O	ibo
